,PD11464,PD11465,PD11740,PD11741,PD11742,PD11743,PD11744,PD11745,PD11748,PD11750,PD11751,PD11752,PD11753,PD11755,PD11756,PD11757,PD11760,PD11761,PD11762,PD11765,PD11766,PD11767,PD11769,PD11816,PD11818,PD11819,PD13162,PD13163,PD13164,PD13165,PD13166,PD13167,PD13168,PD13296,PD13297,PD13298,PD13299,PD13302,PD13304,PD13306,PD13307,PD13310,PD13311,PD13312,PD13416,PD13418,PD13419,PD13420,PD13422,PD13424,PD13425,PD13426,PD13427,PD13428,PD13602,PD13603
10,6.0,28.0,4.0,5.0,17.0,8.0,4.0,3.0,21.0,7.0,18.0,18.0,13.0,6.0,3.0,6.0,13.0,4.0,5.0,5.0,4.0,3.0,1.0,10.0,5.0,5.0,5.0,11.0,4.0,19.0,5.0,7.0,7.0,37.0,9.0,18.0,18.0,8.0,7.0,0.0,10.0,6.0,17.0,9.0,5.0,6.0,6.0,6.0,3.0,6.0,32.0,9.0,3.0,9.0,14.0,6.0
11,30.0,111.0,30.0,39.0,68.0,31.0,17.0,38.0,137.0,80.0,141.0,125.0,50.0,28.0,9.0,14.0,107.0,17.0,12.0,11.0,9.0,8.0,11.0,30.0,10.0,9.0,21.0,35.0,29.0,103.0,21.0,19.0,32.0,181.0,83.0,122.0,81.0,51.0,8.0,14.0,33.0,11.0,51.0,12.0,18.0,39.0,4.0,14.0,17.0,50.0,187.0,23.0,12.0,30.0,55.0,30.0
12,105.0,558.0,38.0,64.0,147.0,47.0,26.0,88.0,184.0,139.0,296.0,127.0,84.0,36.0,30.0,31.0,99.0,46.0,39.0,23.0,20.0,19.0,35.0,74.0,25.0,24.0,96.0,103.0,47.0,171.0,42.0,37.0,40.0,283.0,145.0,182.0,225.0,93.0,25.0,31.0,124.0,24.0,74.0,32.0,36.0,162.0,11.0,15.0,39.0,69.0,1318.0,29.0,14.0,46.0,119.0,71.0
13,63.0,263.0,32.0,32.0,128.0,56.0,29.0,67.0,176.0,130.0,296.0,131.0,82.0,34.0,26.0,31.0,69.0,47.0,28.0,26.0,25.0,12.0,24.0,58.0,27.0,30.0,58.0,65.0,25.0,101.0,46.0,34.0,35.0,272.0,121.0,170.0,166.0,64.0,28.0,42.0,67.0,30.0,66.0,28.0,23.0,89.0,13.0,24.0,39.0,66.0,563.0,32.0,15.0,47.0,130.0,50.0
14,8.0,49.0,9.0,9.0,16.0,6.0,10.0,4.0,18.0,17.0,31.0,26.0,18.0,1.0,5.0,5.0,21.0,11.0,12.0,13.0,8.0,0.0,4.0,13.0,4.0,3.0,16.0,11.0,10.0,32.0,8.0,6.0,6.0,29.0,17.0,22.0,26.0,16.0,8.0,6.0,17.0,6.0,7.0,8.0,6.0,13.0,6.0,1.0,4.0,8.0,112.0,9.0,5.0,7.0,12.0,11.0
15,113.0,415.0,58.0,76.0,152.0,66.0,25.0,121.0,249.0,173.0,297.0,272.0,141.0,49.0,22.0,41.0,223.0,60.0,40.0,34.0,33.0,17.0,28.0,87.0,34.0,18.0,85.0,115.0,84.0,292.0,80.0,44.0,68.0,329.0,151.0,226.0,200.0,133.0,29.0,39.0,92.0,28.0,81.0,46.0,41.0,139.0,15.0,26.0,50.0,94.0,937.0,42.0,24.0,57.0,195.0,102.0
16,21.0,150.0,13.0,5.0,77.0,38.0,12.0,18.0,171.0,135.0,250.0,76.0,66.0,51.0,10.0,26.0,21.0,26.0,9.0,14.0,20.0,8.0,15.0,20.0,9.0,25.0,57.0,41.0,18.0,36.0,16.0,13.0,12.0,272.0,181.0,86.0,98.0,26.0,8.0,6.0,18.0,10.0,76.0,18.0,9.0,48.0,11.0,13.0,6.0,30.0,238.0,21.0,3.0,24.0,63.0,17.0
17,9.0,92.0,7.0,9.0,53.0,27.0,4.0,20.0,102.0,102.0,138.0,51.0,69.0,26.0,8.0,21.0,12.0,20.0,10.0,8.0,9.0,4.0,10.0,13.0,6.0,17.0,21.0,33.0,17.0,23.0,7.0,15.0,7.0,153.0,101.0,53.0,61.0,27.0,7.0,6.0,11.0,7.0,55.0,8.0,7.0,27.0,4.0,11.0,11.0,23.0,112.0,15.0,6.0,15.0,36.0,8.0
18,4.0,59.0,2.0,4.0,24.0,7.0,4.0,8.0,38.0,39.0,69.0,20.0,10.0,10.0,7.0,9.0,5.0,7.0,0.0,10.0,5.0,1.0,2.0,2.0,6.0,4.0,12.0,9.0,4.0,8.0,5.0,6.0,6.0,100.0,49.0,25.0,39.0,6.0,4.0,4.0,5.0,1.0,31.0,9.0,1.0,7.0,3.0,5.0,0.0,5.0,46.0,4.0,0.0,9.0,13.0,9.0
19,23.0,165.0,14.0,11.0,84.0,34.0,12.0,33.0,177.0,157.0,257.0,70.0,72.0,40.0,10.0,23.0,12.0,20.0,13.0,17.0,14.0,5.0,9.0,28.0,12.0,18.0,56.0,45.0,27.0,42.0,9.0,33.0,14.0,287.0,186.0,95.0,124.0,31.0,11.0,13.0,18.0,13.0,72.0,14.0,12.0,46.0,13.0,14.0,11.0,34.0,275.0,20.0,4.0,21.0,68.0,19.0
20,17.0,110.0,17.0,9.0,62.0,20.0,12.0,11.0,134.0,125.0,199.0,41.0,41.0,28.0,6.0,24.0,11.0,14.0,5.0,15.0,7.0,2.0,3.0,22.0,8.0,13.0,45.0,32.0,19.0,25.0,11.0,15.0,12.0,215.0,138.0,63.0,107.0,9.0,3.0,10.0,19.0,5.0,56.0,15.0,4.0,35.0,7.0,4.0,6.0,16.0,245.0,7.0,5.0,22.0,59.0,13.0
21,15.0,84.0,9.0,10.0,60.0,20.0,10.0,17.0,140.0,76.0,159.0,33.0,49.0,28.0,7.0,17.0,16.0,11.0,6.0,8.0,10.0,4.0,8.0,14.0,5.0,9.0,24.0,31.0,20.0,21.0,9.0,10.0,3.0,173.0,136.0,49.0,69.0,23.0,6.0,11.0,15.0,11.0,54.0,15.0,7.0,36.0,3.0,8.0,9.0,14.0,125.0,13.0,4.0,17.0,48.0,14.0
22,5.0,56.0,2.0,5.0,21.0,6.0,7.0,5.0,55.0,36.0,60.0,24.0,15.0,14.0,8.0,14.0,11.0,9.0,6.0,10.0,4.0,6.0,3.0,5.0,5.0,2.0,11.0,12.0,8.0,16.0,3.0,9.0,3.0,73.0,33.0,43.0,27.0,9.0,2.0,4.0,4.0,2.0,22.0,6.0,3.0,11.0,3.0,3.0,8.0,6.0,59.0,5.0,2.0,11.0,25.0,17.0
23,36.0,147.0,13.0,13.0,82.0,32.0,16.0,23.0,190.0,166.0,279.0,51.0,71.0,49.0,11.0,35.0,17.0,24.0,8.0,17.0,11.0,7.0,13.0,25.0,9.0,14.0,53.0,45.0,33.0,23.0,15.0,28.0,16.0,316.0,174.0,91.0,141.0,27.0,14.0,17.0,20.0,14.0,69.0,9.0,9.0,58.0,6.0,22.0,17.0,24.0,308.0,10.0,12.0,27.0,75.0,17.0
24,14.0,60.0,5.0,9.0,31.0,14.0,8.0,14.0,76.0,69.0,117.0,27.0,23.0,16.0,9.0,19.0,8.0,7.0,6.0,6.0,6.0,2.0,4.0,18.0,6.0,8.0,27.0,17.0,6.0,7.0,6.0,11.0,4.0,129.0,75.0,39.0,46.0,11.0,5.0,11.0,13.0,5.0,29.0,8.0,4.0,25.0,1.0,8.0,6.0,8.0,102.0,10.0,3.0,11.0,32.0,6.0
25,12.0,56.0,10.0,5.0,41.0,9.0,3.0,17.0,92.0,56.0,123.0,28.0,44.0,18.0,4.0,11.0,12.0,10.0,13.0,7.0,5.0,3.0,6.0,21.0,5.0,10.0,15.0,19.0,10.0,21.0,9.0,12.0,12.0,127.0,67.0,34.0,46.0,13.0,4.0,5.0,11.0,9.0,29.0,13.0,5.0,27.0,6.0,11.0,7.0,20.0,100.0,6.0,2.0,13.0,24.0,19.0
26,2.0,16.0,2.0,0.0,10.0,2.0,5.0,5.0,20.0,15.0,25.0,4.0,5.0,4.0,2.0,2.0,1.0,4.0,0.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,6.0,2.0,5.0,3.0,2.0,2.0,0.0,54.0,16.0,13.0,18.0,2.0,1.0,3.0,1.0,4.0,12.0,2.0,1.0,2.0,2.0,1.0,5.0,5.0,23.0,4.0,0.0,2.0,3.0,6.0
27,13.0,89.0,14.0,5.0,64.0,21.0,7.0,15.0,109.0,93.0,212.0,27.0,46.0,32.0,3.0,21.0,9.0,10.0,5.0,12.0,10.0,6.0,8.0,13.0,10.0,4.0,28.0,18.0,14.0,22.0,8.0,16.0,5.0,212.0,123.0,60.0,67.0,19.0,2.0,5.0,16.0,8.0,60.0,10.0,5.0,31.0,2.0,11.0,7.0,25.0,174.0,9.0,8.0,15.0,41.0,9.0
28,450.0,2500.0,14.0,43.0,313.0,43.0,9.0,58.0,238.0,841.0,626.0,75.0,60.0,59.0,20.0,130.0,19.0,31.0,22.0,26.0,51.0,1.0,20.0,207.0,16.0,16.0,639.0,237.0,55.0,238.0,89.0,45.0,48.0,628.0,284.0,216.0,1167.0,30.0,12.0,13.0,253.0,7.0,93.0,17.0,11.0,590.0,13.0,15.0,12.0,64.0,5314.0,15.0,6.0,47.0,112.0,95.0
29,100.0,539.0,6.0,21.0,145.0,40.0,10.0,35.0,192.0,371.0,438.0,70.0,56.0,37.0,10.0,53.0,13.0,14.0,8.0,17.0,20.0,6.0,12.0,53.0,17.0,11.0,158.0,82.0,26.0,80.0,29.0,23.0,13.0,354.0,222.0,119.0,388.0,20.0,6.0,15.0,82.0,8.0,65.0,10.0,15.0,154.0,9.0,14.0,11.0,33.0,1185.0,10.0,8.0,24.0,63.0,42.0
30,26.0,131.0,1.0,6.0,15.0,2.0,1.0,6.0,39.0,46.0,47.0,21.0,8.0,6.0,4.0,4.0,7.0,5.0,5.0,6.0,7.0,3.0,2.0,15.0,5.0,3.0,25.0,18.0,4.0,20.0,3.0,3.0,7.0,56.0,20.0,26.0,64.0,8.0,2.0,3.0,17.0,5.0,9.0,5.0,1.0,31.0,3.0,3.0,7.0,7.0,183.0,3.0,0.0,8.0,12.0,16.0
31,654.0,2598.0,29.0,56.0,419.0,63.0,27.0,97.0,404.0,1125.0,1032.0,121.0,130.0,116.0,23.0,191.0,27.0,61.0,34.0,42.0,55.0,6.0,31.0,304.0,36.0,23.0,761.0,321.0,69.0,291.0,122.0,103.0,90.0,1042.0,537.0,364.0,1415.0,63.0,17.0,34.0,471.0,24.0,132.0,33.0,25.0,786.0,16.0,34.0,25.0,108.0,6306.0,28.0,21.0,69.0,177.0,141.0
32,53.0,260.0,51.0,34.0,101.0,65.0,54.0,49.0,213.0,89.0,249.0,171.0,180.0,53.0,36.0,19.0,64.0,52.0,38.0,48.0,31.0,16.0,34.0,62.0,37.0,48.0,70.0,78.0,52.0,97.0,43.0,46.0,51.0,284.0,662.0,174.0,122.0,100.0,24.0,43.0,59.0,37.0,60.0,42.0,56.0,79.0,23.0,43.0,45.0,74.0,296.0,48.0,23.0,95.0,112.0,56.0
33,24.0,145.0,33.0,17.0,60.0,36.0,21.0,30.0,117.0,46.0,148.0,101.0,110.0,29.0,23.0,17.0,46.0,30.0,29.0,28.0,30.0,13.0,23.0,37.0,19.0,21.0,51.0,42.0,29.0,47.0,19.0,32.0,29.0,148.0,553.0,99.0,55.0,52.0,23.0,29.0,37.0,32.0,34.0,21.0,24.0,60.0,8.0,29.0,16.0,44.0,136.0,25.0,20.0,63.0,62.0,27.0
34,129.0,451.0,136.0,89.0,137.0,137.0,110.0,104.0,227.0,118.0,261.0,452.0,232.0,56.0,104.0,36.0,279.0,75.0,78.0,98.0,69.0,38.0,115.0,121.0,96.0,105.0,137.0,186.0,119.0,213.0,102.0,156.0,152.0,327.0,208.0,285.0,123.0,271.0,112.0,108.0,159.0,139.0,76.0,96.0,115.0,219.0,57.0,119.0,101.0,237.0,335.0,162.0,72.0,146.0,243.0,139.0
35,31.0,166.0,38.0,15.0,86.0,39.0,24.0,28.0,169.0,115.0,192.0,119.0,115.0,37.0,24.0,15.0,47.0,38.0,27.0,39.0,19.0,11.0,27.0,30.0,22.0,25.0,33.0,55.0,28.0,63.0,15.0,32.0,32.0,284.0,223.0,101.0,99.0,57.0,20.0,25.0,45.0,26.0,43.0,41.0,35.0,47.0,9.0,22.0,22.0,58.0,166.0,46.0,18.0,68.0,75.0,34.0
36,55.0,258.0,41.0,26.0,90.0,59.0,38.0,40.0,141.0,70.0,270.0,118.0,162.0,38.0,28.0,24.0,64.0,59.0,33.0,42.0,32.0,15.0,43.0,58.0,32.0,27.0,65.0,73.0,52.0,101.0,32.0,39.0,46.0,229.0,706.0,104.0,112.0,78.0,28.0,21.0,67.0,40.0,62.0,37.0,43.0,88.0,19.0,37.0,24.0,66.0,338.0,59.0,22.0,80.0,110.0,49.0
37,45.0,138.0,49.0,18.0,78.0,69.0,38.0,48.0,103.0,63.0,153.0,87.0,106.0,27.0,26.0,21.0,65.0,39.0,27.0,30.0,39.0,13.0,26.0,66.0,35.0,22.0,46.0,56.0,49.0,74.0,27.0,40.0,43.0,192.0,649.0,89.0,63.0,75.0,23.0,42.0,47.0,35.0,49.0,33.0,35.0,71.0,19.0,23.0,42.0,52.0,150.0,61.0,21.0,80.0,117.0,40.0
38,61.0,301.0,88.0,56.0,77.0,92.0,65.0,64.0,147.0,89.0,193.0,294.0,155.0,66.0,75.0,19.0,175.0,56.0,65.0,34.0,38.0,37.0,73.0,70.0,43.0,47.0,95.0,99.0,80.0,121.0,65.0,105.0,106.0,222.0,176.0,191.0,90.0,180.0,71.0,61.0,120.0,83.0,51.0,56.0,72.0,144.0,36.0,68.0,70.0,148.0,243.0,90.0,37.0,118.0,150.0,82.0
39,52.0,221.0,40.0,31.0,113.0,71.0,39.0,52.0,234.0,127.0,266.0,118.0,112.0,49.0,37.0,26.0,73.0,62.0,35.0,50.0,31.0,21.0,38.0,84.0,36.0,32.0,63.0,90.0,52.0,112.0,36.0,48.0,43.0,297.0,348.0,120.0,117.0,111.0,35.0,35.0,68.0,41.0,72.0,49.0,36.0,64.0,20.0,45.0,29.0,74.0,280.0,61.0,19.0,74.0,100.0,60.0
40,47.0,217.0,37.0,23.0,92.0,73.0,42.0,34.0,123.0,74.0,236.0,112.0,123.0,35.0,19.0,12.0,61.0,50.0,28.0,27.0,28.0,18.0,27.0,59.0,27.0,34.0,52.0,81.0,42.0,86.0,31.0,36.0,38.0,191.0,494.0,119.0,74.0,69.0,24.0,40.0,54.0,27.0,38.0,30.0,36.0,98.0,16.0,34.0,29.0,70.0,255.0,41.0,20.0,56.0,120.0,43.0
41,29.0,156.0,45.0,23.0,77.0,53.0,24.0,38.0,115.0,56.0,145.0,115.0,84.0,35.0,31.0,11.0,50.0,31.0,22.0,17.0,18.0,18.0,28.0,60.0,28.0,15.0,29.0,54.0,43.0,76.0,25.0,30.0,35.0,173.0,503.0,118.0,75.0,68.0,31.0,33.0,49.0,32.0,27.0,31.0,35.0,73.0,16.0,27.0,36.0,57.0,168.0,46.0,12.0,56.0,76.0,40.0
42,85.0,341.0,89.0,90.0,110.0,108.0,82.0,85.0,183.0,89.0,207.0,385.0,176.0,49.0,83.0,23.0,210.0,76.0,62.0,46.0,46.0,31.0,90.0,107.0,53.0,60.0,107.0,139.0,108.0,142.0,87.0,106.0,124.0,256.0,160.0,236.0,98.0,211.0,91.0,66.0,133.0,97.0,58.0,91.0,99.0,196.0,55.0,69.0,82.0,183.0,259.0,115.0,56.0,116.0,192.0,110.0
43,27.0,156.0,33.0,9.0,64.0,35.0,28.0,42.0,134.0,66.0,142.0,97.0,87.0,33.0,27.0,15.0,50.0,29.0,32.0,28.0,23.0,15.0,28.0,56.0,44.0,28.0,39.0,58.0,29.0,70.0,18.0,31.0,34.0,194.0,192.0,97.0,90.0,74.0,19.0,35.0,46.0,40.0,35.0,30.0,24.0,62.0,16.0,28.0,29.0,59.0,173.0,36.0,17.0,55.0,80.0,32.0
44,625.0,2956.0,49.0,77.0,331.0,84.0,23.0,140.0,220.0,321.0,538.0,136.0,194.0,53.0,106.0,73.0,110.0,117.0,92.0,65.0,82.0,19.0,58.0,328.0,45.0,28.0,474.0,411.0,92.0,671.0,119.0,102.0,202.0,464.0,864.0,221.0,902.0,169.0,28.0,160.0,886.0,44.0,59.0,39.0,51.0,728.0,42.0,33.0,60.0,115.0,4503.0,90.0,16.0,93.0,146.0,159.0
45,141.0,646.0,57.0,43.0,172.0,78.0,34.0,63.0,163.0,148.0,329.0,152.0,148.0,37.0,44.0,34.0,71.0,91.0,42.0,57.0,36.0,18.0,48.0,125.0,49.0,29.0,132.0,115.0,73.0,220.0,60.0,54.0,73.0,304.0,918.0,176.0,261.0,119.0,30.0,81.0,246.0,41.0,56.0,43.0,64.0,163.0,25.0,44.0,38.0,94.0,908.0,86.0,28.0,63.0,132.0,73.0
46,99.0,546.0,57.0,44.0,60.0,73.0,50.0,71.0,106.0,77.0,141.0,189.0,125.0,30.0,65.0,12.0,142.0,50.0,46.0,46.0,34.0,16.0,62.0,86.0,40.0,32.0,92.0,141.0,62.0,155.0,73.0,62.0,93.0,162.0,154.0,133.0,103.0,143.0,41.0,72.0,202.0,39.0,43.0,33.0,70.0,207.0,27.0,51.0,51.0,107.0,510.0,76.0,27.0,65.0,88.0,86.0
47,325.0,1414.0,63.0,56.0,210.0,81.0,35.0,93.0,195.0,187.0,439.0,150.0,193.0,53.0,93.0,42.0,87.0,115.0,70.0,38.0,49.0,9.0,55.0,182.0,23.0,27.0,222.0,240.0,78.0,373.0,76.0,67.0,135.0,373.0,463.0,211.0,378.0,139.0,45.0,104.0,497.0,39.0,65.0,39.0,38.0,364.0,32.0,41.0,44.0,91.0,1831.0,85.0,17.0,99.0,120.0,131.0
48,25.0,108.0,19.0,25.0,54.0,22.0,22.0,17.0,76.0,57.0,103.0,60.0,52.0,15.0,15.0,11.0,25.0,25.0,13.0,17.0,15.0,6.0,12.0,29.0,15.0,14.0,31.0,44.0,31.0,36.0,23.0,10.0,23.0,126.0,77.0,66.0,49.0,56.0,10.0,6.0,28.0,22.0,38.0,19.0,13.0,33.0,11.0,11.0,14.0,35.0,92.0,23.0,9.0,26.0,37.0,18.0
49,14.0,85.0,23.0,23.0,62.0,23.0,18.0,37.0,74.0,40.0,94.0,43.0,47.0,19.0,21.0,14.0,36.0,24.0,11.0,13.0,24.0,6.0,14.0,37.0,12.0,18.0,29.0,27.0,33.0,36.0,24.0,18.0,24.0,96.0,38.0,36.0,37.0,50.0,11.0,20.0,21.0,26.0,26.0,15.0,29.0,36.0,11.0,17.0,13.0,37.0,74.0,22.0,13.0,29.0,42.0,22.0
50,17.0,90.0,28.0,18.0,56.0,35.0,30.0,18.0,100.0,60.0,132.0,48.0,55.0,29.0,22.0,14.0,27.0,12.0,14.0,22.0,14.0,15.0,10.0,31.0,13.0,11.0,33.0,38.0,36.0,33.0,15.0,22.0,15.0,159.0,67.0,73.0,56.0,33.0,17.0,15.0,30.0,12.0,45.0,16.0,25.0,38.0,10.0,17.0,18.0,24.0,93.0,25.0,16.0,25.0,50.0,12.0
51,31.0,171.0,42.0,30.0,101.0,47.0,25.0,56.0,136.0,94.0,176.0,109.0,84.0,31.0,18.0,24.0,63.0,34.0,29.0,36.0,34.0,27.0,23.0,45.0,19.0,34.0,43.0,74.0,50.0,72.0,45.0,33.0,20.0,239.0,95.0,120.0,81.0,83.0,26.0,32.0,42.0,38.0,63.0,25.0,45.0,47.0,21.0,34.0,26.0,58.0,154.0,45.0,13.0,36.0,64.0,49.0
52,5.0,65.0,9.0,3.0,41.0,13.0,8.0,15.0,91.0,74.0,118.0,28.0,35.0,15.0,0.0,10.0,13.0,18.0,5.0,10.0,11.0,6.0,4.0,6.0,6.0,4.0,15.0,16.0,11.0,17.0,3.0,3.0,4.0,110.0,54.0,44.0,51.0,17.0,5.0,5.0,16.0,9.0,42.0,8.0,5.0,11.0,3.0,10.0,3.0,19.0,70.0,9.0,4.0,13.0,17.0,8.0
53,10.0,105.0,12.0,8.0,55.0,23.0,10.0,18.0,142.0,79.0,167.0,41.0,43.0,32.0,7.0,19.0,21.0,20.0,7.0,10.0,6.0,11.0,8.0,23.0,13.0,13.0,29.0,29.0,16.0,26.0,10.0,11.0,10.0,224.0,69.0,48.0,63.0,33.0,5.0,8.0,18.0,7.0,47.0,14.0,6.0,23.0,8.0,12.0,13.0,40.0,93.0,25.0,5.0,16.0,48.0,13.0
54,10.0,85.0,15.0,13.0,77.0,22.0,9.0,20.0,129.0,73.0,173.0,45.0,41.0,19.0,9.0,21.0,16.0,19.0,6.0,13.0,10.0,4.0,14.0,14.0,6.0,12.0,24.0,34.0,12.0,29.0,12.0,10.0,5.0,195.0,84.0,44.0,82.0,24.0,4.0,14.0,18.0,7.0,59.0,13.0,9.0,31.0,6.0,8.0,10.0,16.0,94.0,20.0,8.0,20.0,28.0,14.0
55,16.0,148.0,10.0,9.0,91.0,33.0,10.0,23.0,188.0,141.0,214.0,58.0,59.0,27.0,8.0,18.0,16.0,16.0,5.0,11.0,11.0,6.0,8.0,17.0,9.0,11.0,21.0,41.0,15.0,40.0,17.0,9.0,10.0,277.0,104.0,65.0,102.0,30.0,8.0,16.0,25.0,11.0,46.0,18.0,16.0,27.0,8.0,10.0,7.0,33.0,129.0,17.0,3.0,23.0,39.0,14.0
56,4.0,56.0,13.0,9.0,28.0,16.0,5.0,13.0,61.0,38.0,62.0,16.0,13.0,15.0,10.0,6.0,5.0,9.0,10.0,7.0,6.0,2.0,2.0,14.0,3.0,9.0,11.0,20.0,3.0,10.0,7.0,3.0,7.0,89.0,38.0,33.0,37.0,13.0,5.0,7.0,7.0,3.0,21.0,7.0,7.0,14.0,3.0,2.0,7.0,16.0,35.0,3.0,4.0,12.0,11.0,6.0
57,12.0,49.0,15.0,5.0,35.0,12.0,10.0,16.0,58.0,25.0,73.0,26.0,22.0,13.0,7.0,9.0,8.0,14.0,8.0,7.0,5.0,4.0,14.0,10.0,7.0,8.0,11.0,13.0,14.0,13.0,11.0,7.0,11.0,96.0,34.0,23.0,41.0,20.0,5.0,6.0,8.0,3.0,25.0,9.0,4.0,10.0,9.0,16.0,3.0,20.0,49.0,9.0,6.0,12.0,21.0,14.0
58,7.0,57.0,15.0,6.0,50.0,18.0,10.0,17.0,67.0,45.0,95.0,18.0,16.0,17.0,13.0,17.0,18.0,12.0,3.0,6.0,8.0,5.0,8.0,10.0,4.0,12.0,14.0,13.0,15.0,17.0,5.0,5.0,8.0,105.0,51.0,46.0,52.0,25.0,8.0,6.0,18.0,3.0,23.0,6.0,5.0,20.0,4.0,8.0,5.0,17.0,61.0,16.0,6.0,22.0,20.0,14.0
