,PD7219,PD7220,PD7221,PD7238,PD7240,PD7243,PD7248,PD7249,PD7250,PD7304,PD7305,PD7306,PD7307,PD7316,PD7321,PD7322,PD7341,PD7344,PD7426,PD7428,PD8609,PD8610,PD8611,PD8612,PD8614,PD8615,PD8617,PD8618,PD8619,PD8620,PD8621,PD8622,PD8623,PD8652,PD8660,PD8828,PD8830,PD8832,PD8964,PD8965,PD8969,PD8973,PD8977,PD8978,PD8979,PD8980,PD8981,PD8982,PD8984,PD8995,PD8996,PD8997,PD8998,PD8999,PD9000,PD9001
10,6.0,10.0,5.0,8.0,6.0,18.0,15.0,9.0,13.0,6.0,13.0,11.0,7.0,11.0,12.0,9.0,8.0,1.0,10.0,18.0,5.0,19.0,14.0,6.0,2.0,6.0,9.0,9.0,12.0,2.0,12.0,7.0,3.0,23.0,38.0,3.0,23.0,50.0,10.0,7.0,11.0,4.0,13.0,8.0,9.0,24.0,3.0,35.0,14.0,12.0,3.0,8.0,3.0,1.0,16.0,12.0
11,12.0,20.0,8.0,14.0,38.0,106.0,118.0,39.0,65.0,21.0,70.0,59.0,42.0,59.0,58.0,40.0,33.0,3.0,132.0,147.0,24.0,50.0,40.0,21.0,14.0,25.0,14.0,14.0,30.0,9.0,76.0,13.0,13.0,163.0,158.0,9.0,98.0,336.0,131.0,27.0,72.0,14.0,36.0,47.0,31.0,172.0,14.0,154.0,82.0,40.0,29.0,28.0,30.0,19.0,116.0,23.0
12,416.0,41.0,23.0,36.0,87.0,175.0,218.0,104.0,93.0,29.0,118.0,137.0,236.0,92.0,82.0,69.0,78.0,11.0,364.0,236.0,103.0,113.0,93.0,22.0,15.0,77.0,19.0,22.0,84.0,65.0,110.0,35.0,34.0,260.0,330.0,28.0,114.0,356.0,167.0,99.0,150.0,127.0,57.0,92.0,58.0,324.0,34.0,504.0,127.0,153.0,68.0,65.0,151.0,20.0,170.0,46.0
13,188.0,38.0,24.0,21.0,58.0,148.0,202.0,65.0,105.0,35.0,98.0,96.0,103.0,80.0,92.0,41.0,57.0,10.0,394.0,165.0,53.0,77.0,81.0,29.0,23.0,55.0,29.0,17.0,58.0,46.0,105.0,31.0,24.0,211.0,280.0,17.0,124.0,351.0,177.0,68.0,133.0,75.0,50.0,91.0,48.0,304.0,27.0,481.0,156.0,82.0,54.0,46.0,65.0,18.0,171.0,57.0
14,38.0,7.0,6.0,5.0,10.0,24.0,28.0,9.0,14.0,5.0,18.0,14.0,20.0,10.0,14.0,11.0,12.0,1.0,24.0,26.0,11.0,10.0,15.0,2.0,5.0,7.0,9.0,10.0,16.0,7.0,13.0,5.0,8.0,29.0,58.0,4.0,22.0,53.0,24.0,6.0,16.0,12.0,13.0,10.0,12.0,37.0,7.0,50.0,10.0,20.0,10.0,11.0,11.0,6.0,24.0,13.0
15,202.0,43.0,28.0,31.0,108.0,224.0,267.0,114.0,122.0,44.0,177.0,241.0,135.0,98.0,118.0,84.0,86.0,25.0,392.0,289.0,51.0,123.0,90.0,35.0,27.0,74.0,33.0,25.0,71.0,47.0,131.0,30.0,31.0,322.0,404.0,32.0,173.0,507.0,225.0,116.0,163.0,135.0,70.0,105.0,75.0,388.0,47.0,530.0,159.0,173.0,101.0,51.0,98.0,31.0,236.0,34.0
16,37.0,21.0,19.0,11.0,72.0,53.0,192.0,32.0,167.0,18.0,22.0,38.0,38.0,90.0,89.0,14.0,26.0,4.0,264.0,257.0,21.0,61.0,126.0,16.0,12.0,50.0,9.0,11.0,37.0,12.0,137.0,11.0,10.0,246.0,294.0,19.0,136.0,466.0,183.0,31.0,83.0,21.0,24.0,74.0,33.0,161.0,9.0,298.0,175.0,37.0,30.0,25.0,41.0,4.0,118.0,12.0
17,16.0,10.0,11.0,10.0,45.0,29.0,99.0,20.0,98.0,11.0,36.0,33.0,24.0,57.0,39.0,10.0,20.0,6.0,167.0,146.0,14.0,50.0,63.0,6.0,10.0,27.0,7.0,12.0,26.0,8.0,89.0,18.0,19.0,139.0,202.0,9.0,75.0,254.0,89.0,23.0,49.0,13.0,23.0,66.0,14.0,101.0,10.0,179.0,71.0,25.0,22.0,15.0,19.0,5.0,76.0,19.0
18,6.0,2.0,2.0,3.0,8.0,8.0,39.0,8.0,23.0,4.0,7.0,7.0,15.0,14.0,22.0,3.0,14.0,3.0,40.0,185.0,1.0,10.0,28.0,3.0,3.0,11.0,4.0,2.0,13.0,3.0,37.0,3.0,2.0,59.0,257.0,2.0,56.0,128.0,28.0,4.0,18.0,3.0,4.0,17.0,8.0,49.0,2.0,99.0,34.0,8.0,5.0,6.0,6.0,3.0,22.0,7.0
19,33.0,19.0,6.0,14.0,53.0,47.0,189.0,41.0,183.0,11.0,37.0,56.0,53.0,100.0,66.0,11.0,18.0,10.0,243.0,263.0,17.0,59.0,100.0,11.0,10.0,39.0,17.0,8.0,31.0,13.0,133.0,14.0,11.0,263.0,318.0,13.0,115.0,479.0,169.0,43.0,85.0,31.0,26.0,98.0,36.0,175.0,9.0,338.0,167.0,37.0,23.0,31.0,45.0,6.0,118.0,21.0
20,39.0,9.0,9.0,7.0,38.0,38.0,134.0,28.0,105.0,14.0,24.0,23.0,36.0,56.0,69.0,5.0,21.0,5.0,222.0,187.0,14.0,43.0,99.0,8.0,6.0,33.0,5.0,4.0,31.0,8.0,88.0,14.0,13.0,183.0,199.0,12.0,88.0,301.0,135.0,19.0,66.0,24.0,15.0,61.0,25.0,147.0,8.0,226.0,132.0,25.0,10.0,19.0,30.0,7.0,78.0,10.0
21,17.0,13.0,5.0,10.0,27.0,30.0,129.0,25.0,101.0,10.0,17.0,26.0,26.0,56.0,52.0,7.0,14.0,1.0,173.0,150.0,11.0,41.0,74.0,4.0,9.0,20.0,15.0,9.0,29.0,7.0,83.0,8.0,13.0,174.0,164.0,8.0,95.0,272.0,120.0,24.0,65.0,11.0,14.0,58.0,18.0,128.0,7.0,173.0,96.0,22.0,15.0,22.0,14.0,6.0,87.0,15.0
22,10.0,7.0,2.0,5.0,9.0,16.0,43.0,6.0,35.0,16.0,4.0,12.0,19.0,21.0,28.0,3.0,16.0,3.0,57.0,95.0,5.0,11.0,39.0,6.0,3.0,10.0,5.0,4.0,21.0,5.0,34.0,6.0,4.0,69.0,172.0,2.0,52.0,119.0,42.0,9.0,21.0,5.0,3.0,6.0,11.0,44.0,3.0,95.0,42.0,7.0,9.0,6.0,9.0,0.0,23.0,4.0
23,41.0,14.0,11.0,8.0,52.0,38.0,225.0,24.0,142.0,13.0,33.0,48.0,53.0,103.0,87.0,19.0,35.0,6.0,313.0,223.0,27.0,76.0,118.0,11.0,14.0,37.0,11.0,3.0,33.0,8.0,136.0,18.0,19.0,265.0,332.0,13.0,84.0,424.0,172.0,32.0,94.0,23.0,20.0,89.0,30.0,201.0,17.0,352.0,202.0,25.0,19.0,24.0,42.0,9.0,145.0,16.0
24,18.0,4.0,2.0,5.0,42.0,20.0,99.0,14.0,76.0,6.0,12.0,19.0,16.0,49.0,43.0,2.0,15.0,1.0,107.0,88.0,13.0,29.0,50.0,4.0,2.0,12.0,7.0,2.0,17.0,8.0,65.0,10.0,9.0,131.0,131.0,4.0,64.0,187.0,73.0,12.0,34.0,7.0,16.0,50.0,15.0,90.0,2.0,137.0,77.0,9.0,8.0,11.0,13.0,1.0,58.0,8.0
25,13.0,3.0,10.0,4.0,33.0,22.0,86.0,10.0,69.0,7.0,20.0,19.0,17.0,29.0,23.0,11.0,15.0,2.0,94.0,108.0,12.0,41.0,60.0,6.0,9.0,23.0,6.0,10.0,18.0,9.0,54.0,7.0,2.0,109.0,180.0,6.0,36.0,183.0,86.0,18.0,39.0,8.0,15.0,54.0,11.0,67.0,5.0,101.0,66.0,17.0,18.0,14.0,9.0,6.0,55.0,5.0
26,1.0,2.0,1.0,3.0,6.0,9.0,18.0,2.0,18.0,3.0,3.0,7.0,4.0,6.0,13.0,1.0,8.0,0.0,28.0,71.0,1.0,4.0,25.0,2.0,2.0,2.0,3.0,0.0,4.0,1.0,17.0,3.0,1.0,39.0,89.0,0.0,23.0,55.0,9.0,3.0,15.0,1.0,2.0,3.0,1.0,36.0,2.0,31.0,14.0,4.0,3.0,2.0,3.0,2.0,11.0,1.0
27,20.0,7.0,4.0,6.0,34.0,28.0,146.0,16.0,132.0,6.0,22.0,19.0,31.0,78.0,66.0,6.0,16.0,7.0,201.0,165.0,7.0,45.0,112.0,6.0,8.0,23.0,4.0,5.0,22.0,12.0,82.0,8.0,6.0,200.0,199.0,7.0,92.0,340.0,133.0,20.0,57.0,19.0,18.0,73.0,23.0,118.0,5.0,192.0,107.0,16.0,17.0,15.0,27.0,3.0,109.0,7.0
28,1859.0,81.0,74.0,27.0,94.0,117.0,470.0,274.0,145.0,34.0,114.0,189.0,1200.0,131.0,332.0,14.0,149.0,15.0,1441.0,492.0,400.0,170.0,285.0,22.0,7.0,448.0,12.0,15.0,75.0,272.0,212.0,21.0,22.0,539.0,940.0,108.0,120.0,534.0,300.0,134.0,242.0,682.0,27.0,151.0,57.0,447.0,24.0,1324.0,336.0,571.0,30.0,57.0,522.0,9.0,256.0,21.0
29,345.0,28.0,22.0,20.0,59.0,64.0,280.0,63.0,122.0,17.0,66.0,82.0,257.0,94.0,134.0,10.0,42.0,9.0,723.0,322.0,93.0,99.0,162.0,14.0,9.0,107.0,10.0,14.0,38.0,59.0,158.0,14.0,20.0,316.0,526.0,43.0,105.0,375.0,213.0,65.0,168.0,109.0,22.0,112.0,37.0,231.0,18.0,772.0,208.0,120.0,19.0,39.0,135.0,7.0,185.0,16.0
30,90.0,2.0,3.0,2.0,9.0,9.0,33.0,22.0,28.0,11.0,6.0,10.0,44.0,14.0,22.0,3.0,20.0,0.0,73.0,75.0,17.0,13.0,26.0,5.0,2.0,18.0,2.0,1.0,11.0,14.0,22.0,3.0,1.0,46.0,138.0,8.0,27.0,60.0,22.0,11.0,14.0,25.0,6.0,10.0,7.0,39.0,3.0,68.0,24.0,26.0,2.0,6.0,15.0,1.0,18.0,3.0
31,2262.0,109.0,97.0,34.0,147.0,182.0,752.0,373.0,325.0,56.0,210.0,244.0,1228.0,246.0,424.0,17.0,186.0,23.0,2291.0,768.0,420.0,244.0,447.0,59.0,23.0,526.0,20.0,30.0,153.0,353.0,345.0,41.0,32.0,842.0,1479.0,137.0,218.0,906.0,476.0,200.0,444.0,939.0,68.0,302.0,124.0,700.0,59.0,2624.0,595.0,680.0,67.0,96.0,689.0,14.0,438.0,30.0
32,81.0,52.0,43.0,46.0,90.0,125.0,178.0,66.0,114.0,31.0,73.0,93.0,63.0,79.0,83.0,32.0,47.0,14.0,213.0,253.0,71.0,98.0,98.0,34.0,23.0,54.0,36.0,31.0,70.0,31.0,140.0,40.0,43.0,242.0,388.0,43.0,150.0,420.0,165.0,72.0,93.0,53.0,73.0,89.0,91.0,225.0,32.0,305.0,162.0,86.0,43.0,66.0,59.0,34.0,134.0,49.0
33,36.0,23.0,27.0,39.0,56.0,75.0,102.0,36.0,69.0,24.0,49.0,68.0,36.0,52.0,51.0,25.0,24.0,7.0,88.0,113.0,30.0,50.0,66.0,13.0,19.0,35.0,29.0,17.0,45.0,25.0,73.0,24.0,25.0,127.0,205.0,17.0,69.0,219.0,85.0,50.0,70.0,27.0,52.0,44.0,55.0,141.0,17.0,151.0,76.0,51.0,32.0,30.0,23.0,21.0,86.0,40.0
34,93.0,140.0,128.0,132.0,257.0,239.0,209.0,135.0,144.0,100.0,286.0,290.0,102.0,107.0,114.0,124.0,135.0,35.0,179.0,204.0,112.0,63.0,112.0,139.0,59.0,124.0,87.0,91.0,167.0,73.0,163.0,86.0,77.0,288.0,563.0,106.0,299.0,353.0,194.0,107.0,132.0,169.0,344.0,184.0,198.0,253.0,112.0,290.0,189.0,352.0,199.0,157.0,44.0,84.0,147.0,121.0
35,36.0,26.0,28.0,21.0,64.0,94.0,187.0,35.0,129.0,29.0,49.0,53.0,59.0,97.0,74.0,28.0,35.0,7.0,188.0,302.0,47.0,61.0,84.0,23.0,23.0,36.0,25.0,24.0,46.0,14.0,104.0,18.0,28.0,200.0,296.0,25.0,131.0,421.0,176.0,53.0,95.0,46.0,35.0,118.0,65.0,239.0,15.0,219.0,102.0,49.0,36.0,28.0,37.0,26.0,150.0,43.0
36,107.0,56.0,35.0,47.0,79.0,125.0,146.0,68.0,84.0,28.0,79.0,116.0,101.0,70.0,87.0,31.0,44.0,11.0,171.0,140.0,72.0,66.0,77.0,37.0,29.0,61.0,38.0,21.0,53.0,36.0,115.0,40.0,32.0,168.0,403.0,36.0,102.0,304.0,127.0,60.0,106.0,67.0,57.0,73.0,78.0,223.0,38.0,266.0,114.0,76.0,54.0,53.0,63.0,21.0,116.0,56.0
37,43.0,37.0,36.0,43.0,65.0,104.0,108.0,36.0,67.0,34.0,62.0,88.0,46.0,47.0,65.0,24.0,40.0,7.0,122.0,108.0,48.0,47.0,73.0,33.0,33.0,31.0,46.0,33.0,37.0,31.0,75.0,34.0,40.0,115.0,246.0,29.0,96.0,267.0,93.0,62.0,84.0,41.0,74.0,77.0,86.0,253.0,26.0,171.0,75.0,65.0,41.0,34.0,32.0,24.0,109.0,60.0
38,76.0,103.0,83.0,85.0,134.0,173.0,140.0,79.0,100.0,48.0,156.0,166.0,65.0,70.0,100.0,87.0,85.0,22.0,128.0,148.0,103.0,57.0,75.0,65.0,52.0,70.0,58.0,61.0,103.0,39.0,84.0,42.0,73.0,212.0,355.0,70.0,167.0,255.0,132.0,80.0,92.0,95.0,222.0,117.0,105.0,165.0,58.0,192.0,138.0,209.0,128.0,115.0,25.0,48.0,92.0,87.0
39,84.0,60.0,38.0,56.0,62.0,129.0,210.0,52.0,127.0,32.0,94.0,134.0,79.0,101.0,97.0,34.0,36.0,12.0,285.0,281.0,58.0,96.0,85.0,33.0,31.0,54.0,43.0,30.0,70.0,38.0,137.0,43.0,31.0,221.0,395.0,26.0,119.0,504.0,191.0,70.0,119.0,58.0,67.0,90.0,74.0,327.0,29.0,286.0,114.0,87.0,56.0,40.0,48.0,32.0,161.0,54.0
40,63.0,58.0,19.0,49.0,89.0,105.0,132.0,48.0,121.0,37.0,70.0,98.0,63.0,66.0,63.0,36.0,39.0,15.0,122.0,121.0,58.0,65.0,67.0,27.0,22.0,36.0,32.0,23.0,36.0,18.0,96.0,33.0,33.0,149.0,268.0,21.0,106.0,322.0,129.0,41.0,88.0,59.0,57.0,76.0,49.0,156.0,31.0,214.0,156.0,76.0,55.0,46.0,38.0,21.0,97.0,61.0
41,37.0,37.0,30.0,41.0,67.0,88.0,94.0,50.0,80.0,21.0,44.0,101.0,57.0,45.0,64.0,33.0,26.0,9.0,116.0,102.0,43.0,50.0,60.0,26.0,27.0,34.0,25.0,33.0,38.0,24.0,74.0,23.0,24.0,123.0,226.0,28.0,95.0,226.0,120.0,46.0,78.0,40.0,53.0,74.0,64.0,147.0,30.0,151.0,88.0,53.0,55.0,39.0,29.0,20.0,92.0,41.0
42,78.0,124.0,87.0,87.0,194.0,177.0,165.0,106.0,100.0,63.0,236.0,255.0,64.0,74.0,98.0,103.0,90.0,21.0,143.0,172.0,104.0,74.0,74.0,96.0,43.0,88.0,82.0,67.0,114.0,48.0,123.0,54.0,61.0,224.0,367.0,66.0,202.0,292.0,158.0,108.0,120.0,118.0,277.0,162.0,109.0,215.0,58.0,225.0,127.0,284.0,182.0,111.0,41.0,63.0,109.0,122.0
43,45.0,37.0,21.0,29.0,95.0,92.0,119.0,64.0,102.0,35.0,60.0,93.0,54.0,78.0,71.0,19.0,31.0,5.0,147.0,180.0,39.0,55.0,72.0,26.0,26.0,35.0,32.0,29.0,50.0,17.0,95.0,24.0,29.0,144.0,236.0,26.0,92.0,268.0,121.0,54.0,75.0,41.0,46.0,55.0,71.0,134.0,29.0,164.0,118.0,47.0,59.0,33.0,41.0,15.0,103.0,34.0
44,2401.0,213.0,179.0,166.0,121.0,333.0,297.0,469.0,115.0,92.0,240.0,365.0,1380.0,107.0,190.0,34.0,172.0,16.0,654.0,280.0,1026.0,190.0,180.0,113.0,48.0,390.0,47.0,47.0,100.0,378.0,152.0,61.0,119.0,370.0,1254.0,201.0,142.0,424.0,267.0,278.0,290.0,860.0,104.0,143.0,179.0,588.0,72.0,1066.0,226.0,1121.0,95.0,97.0,633.0,36.0,297.0,68.0
45,409.0,104.0,65.0,75.0,97.0,183.0,188.0,117.0,99.0,40.0,165.0,255.0,290.0,64.0,114.0,32.0,70.0,12.0,313.0,189.0,206.0,104.0,93.0,49.0,35.0,100.0,38.0,26.0,73.0,86.0,112.0,37.0,59.0,254.0,768.0,68.0,103.0,296.0,176.0,109.0,172.0,186.0,100.0,121.0,106.0,319.0,56.0,534.0,146.0,270.0,78.0,61.0,126.0,32.0,193.0,64.0
46,274.0,118.0,81.0,81.0,95.0,123.0,85.0,105.0,77.0,46.0,120.0,163.0,177.0,63.0,58.0,49.0,81.0,25.0,105.0,111.0,206.0,48.0,72.0,81.0,49.0,74.0,37.0,37.0,82.0,72.0,67.0,30.0,52.0,126.0,323.0,48.0,131.0,157.0,91.0,70.0,70.0,197.0,135.0,94.0,89.0,116.0,33.0,183.0,84.0,271.0,89.0,90.0,62.0,41.0,90.0,65.0
47,1104.0,153.0,141.0,124.0,111.0,222.0,251.0,274.0,108.0,70.0,177.0,348.0,591.0,83.0,133.0,51.0,93.0,12.0,472.0,316.0,515.0,116.0,97.0,63.0,38.0,212.0,49.0,37.0,90.0,203.0,135.0,44.0,98.0,347.0,1019.0,124.0,132.0,443.0,195.0,169.0,231.0,455.0,100.0,140.0,126.0,428.0,75.0,755.0,227.0,606.0,74.0,81.0,264.0,42.0,264.0,61.0
48,24.0,21.0,14.0,15.0,64.0,60.0,103.0,31.0,38.0,14.0,29.0,63.0,33.0,57.0,41.0,23.0,27.0,7.0,77.0,96.0,28.0,43.0,56.0,11.0,12.0,16.0,21.0,10.0,24.0,11.0,59.0,20.0,16.0,121.0,187.0,14.0,77.0,204.0,63.0,23.0,43.0,25.0,33.0,57.0,29.0,124.0,15.0,115.0,65.0,18.0,18.0,22.0,22.0,9.0,95.0,26.0
49,16.0,13.0,15.0,22.0,39.0,59.0,72.0,26.0,56.0,18.0,18.0,51.0,38.0,45.0,34.0,20.0,33.0,2.0,73.0,81.0,18.0,43.0,44.0,22.0,11.0,13.0,21.0,10.0,19.0,14.0,52.0,24.0,12.0,114.0,122.0,13.0,50.0,173.0,61.0,20.0,46.0,25.0,34.0,45.0,35.0,121.0,17.0,80.0,39.0,36.0,23.0,19.0,16.0,11.0,72.0,27.0
50,19.0,13.0,22.0,14.0,45.0,49.0,104.0,22.0,58.0,21.0,26.0,39.0,29.0,49.0,41.0,13.0,18.0,3.0,102.0,109.0,24.0,56.0,58.0,19.0,12.0,17.0,25.0,8.0,21.0,12.0,66.0,16.0,23.0,99.0,180.0,9.0,68.0,231.0,91.0,38.0,51.0,23.0,34.0,56.0,32.0,136.0,8.0,100.0,62.0,35.0,19.0,27.0,27.0,19.0,88.0,29.0
51,40.0,28.0,23.0,29.0,83.0,120.0,137.0,65.0,79.0,43.0,56.0,102.0,48.0,62.0,40.0,30.0,38.0,12.0,148.0,196.0,27.0,63.0,63.0,34.0,19.0,25.0,33.0,18.0,47.0,16.0,72.0,28.0,37.0,178.0,273.0,18.0,86.0,390.0,127.0,52.0,84.0,36.0,63.0,70.0,48.0,171.0,22.0,198.0,85.0,48.0,65.0,32.0,32.0,30.0,112.0,37.0
52,11.0,6.0,8.0,6.0,21.0,34.0,102.0,20.0,59.0,9.0,17.0,27.0,17.0,44.0,36.0,6.0,13.0,0.0,118.0,134.0,10.0,40.0,41.0,8.0,4.0,14.0,9.0,6.0,17.0,4.0,57.0,8.0,10.0,124.0,163.0,8.0,48.0,215.0,70.0,20.0,44.0,11.0,13.0,40.0,11.0,115.0,5.0,94.0,59.0,13.0,16.0,12.0,23.0,6.0,69.0,10.0
53,15.0,11.0,14.0,13.0,31.0,37.0,129.0,26.0,69.0,12.0,17.0,26.0,31.0,50.0,57.0,3.0,7.0,3.0,136.0,186.0,16.0,60.0,59.0,15.0,8.0,15.0,15.0,4.0,15.0,5.0,69.0,11.0,10.0,128.0,193.0,3.0,67.0,281.0,100.0,33.0,58.0,11.0,18.0,54.0,24.0,195.0,14.0,126.0,82.0,15.0,23.0,12.0,28.0,11.0,99.0,17.0
54,14.0,11.0,7.0,11.0,33.0,44.0,138.0,17.0,77.0,7.0,16.0,28.0,20.0,61.0,61.0,4.0,8.0,5.0,152.0,169.0,8.0,51.0,67.0,16.0,8.0,15.0,17.0,7.0,25.0,2.0,83.0,6.0,10.0,146.0,174.0,6.0,82.0,307.0,127.0,23.0,54.0,19.0,15.0,65.0,17.0,157.0,9.0,110.0,85.0,19.0,25.0,16.0,23.0,4.0,80.0,19.0
55,8.0,8.0,10.0,5.0,35.0,53.0,178.0,27.0,104.0,12.0,21.0,47.0,39.0,111.0,61.0,2.0,18.0,7.0,216.0,283.0,14.0,45.0,70.0,13.0,6.0,30.0,13.0,5.0,24.0,6.0,144.0,13.0,11.0,206.0,233.0,9.0,79.0,568.0,155.0,44.0,59.0,20.0,23.0,56.0,33.0,194.0,6.0,144.0,105.0,22.0,16.0,17.0,26.0,3.0,108.0,19.0
56,10.0,7.0,9.0,8.0,11.0,22.0,57.0,10.0,22.0,5.0,10.0,20.0,20.0,42.0,25.0,7.0,12.0,2.0,56.0,78.0,13.0,24.0,24.0,8.0,2.0,5.0,12.0,3.0,13.0,4.0,33.0,4.0,3.0,80.0,115.0,4.0,37.0,104.0,66.0,12.0,14.0,8.0,7.0,29.0,16.0,69.0,3.0,57.0,28.0,11.0,7.0,4.0,9.0,1.0,43.0,11.0
57,7.0,4.0,5.0,13.0,22.0,25.0,57.0,17.0,31.0,10.0,13.0,32.0,18.0,29.0,23.0,10.0,10.0,4.0,41.0,58.0,10.0,16.0,29.0,7.0,6.0,11.0,7.0,12.0,8.0,6.0,22.0,7.0,11.0,76.0,95.0,5.0,43.0,140.0,44.0,18.0,22.0,8.0,10.0,26.0,17.0,98.0,5.0,53.0,29.0,12.0,13.0,6.0,13.0,3.0,40.0,5.0
58,7.0,6.0,4.0,7.0,17.0,31.0,75.0,10.0,45.0,9.0,5.0,20.0,18.0,35.0,42.0,5.0,10.0,1.0,51.0,86.0,9.0,33.0,28.0,10.0,4.0,12.0,13.0,4.0,10.0,6.0,56.0,9.0,6.0,111.0,122.0,4.0,34.0,164.0,55.0,27.0,26.0,2.0,12.0,40.0,7.0,95.0,10.0,77.0,48.0,19.0,10.0,14.0,19.0,9.0,66.0,10.0
