,PD22365,PD22366,PD23550,PD23554,PD23558,PD23559,PD23560,PD23561,PD23562,PD23563,PD23564,PD23565,PD23566,PD23567,PD23569,PD23570,PD23574,PD23577,PD23578,PD23579,PD24182,PD24186,PD24189,PD24190,PD24191,PD24192,PD24193,PD24194,PD24195,PD24196,PD24197,PD24199,PD24200,PD24201,PD24202,PD24204,PD24205,PD24206,PD24207,PD24208,PD24209,PD24212,PD24214,PD24215,PD24216,PD24217,PD24218,PD24219,PD24220,PD24221,PD24223,PD24224,PD24225,PD24302,PD24303,PD24304
10,6.0,16.0,7.0,13.0,12.0,17.0,5.0,39.0,6.0,10.0,49.0,10.0,18.0,15.0,2.0,3.0,15.0,6.0,18.0,73.0,12.0,11.0,28.0,16.0,11.0,24.0,10.0,5.0,6.0,6.0,13.0,7.0,2.0,37.0,9.0,9.0,22.0,7.0,3.0,8.0,8.0,21.0,4.0,9.0,7.0,5.0,5.0,6.0,8.0,1.0,8.0,7.0,9.0,1.0,4.0,9.0
11,16.0,93.0,22.0,103.0,110.0,49.0,31.0,237.0,64.0,119.0,372.0,33.0,83.0,115.0,11.0,12.0,127.0,50.0,89.0,619.0,78.0,75.0,179.0,117.0,59.0,171.0,53.0,24.0,22.0,27.0,298.0,21.0,10.0,208.0,81.0,31.0,119.0,23.0,17.0,18.0,47.0,137.0,60.0,84.0,50.0,19.0,20.0,36.0,28.0,33.0,23.0,26.0,15.0,9.0,27.0,115.0
12,28.0,196.0,46.0,100.0,167.0,90.0,57.0,2289.0,121.0,119.0,146.0,194.0,111.0,109.0,12.0,42.0,194.0,50.0,113.0,289.0,186.0,94.0,94.0,187.0,73.0,274.0,59.0,421.0,26.0,60.0,340.0,52.0,12.0,426.0,121.0,55.0,156.0,78.0,108.0,510.0,283.0,205.0,60.0,130.0,211.0,551.0,43.0,33.0,66.0,55.0,50.0,59.0,46.0,15.0,70.0,119.0
13,34.0,189.0,41.0,119.0,179.0,66.0,36.0,712.0,108.0,159.0,213.0,77.0,109.0,110.0,16.0,25.0,214.0,47.0,113.0,382.0,150.0,107.0,86.0,131.0,81.0,249.0,49.0,147.0,37.0,54.0,292.0,33.0,17.0,283.0,112.0,44.0,169.0,65.0,78.0,175.0,165.0,176.0,55.0,123.0,94.0,182.0,43.0,40.0,53.0,49.0,38.0,43.0,37.0,16.0,56.0,103.0
14,6.0,21.0,6.0,9.0,17.0,11.0,2.0,113.0,13.0,19.0,24.0,10.0,19.0,14.0,3.0,0.0,16.0,8.0,10.0,63.0,13.0,10.0,18.0,27.0,10.0,19.0,5.0,16.0,6.0,8.0,37.0,7.0,2.0,47.0,19.0,7.0,16.0,12.0,8.0,32.0,29.0,24.0,13.0,15.0,9.0,30.0,8.0,8.0,8.0,7.0,5.0,8.0,5.0,3.0,4.0,14.0
15,55.0,228.0,73.0,125.0,207.0,123.0,46.0,913.0,114.0,191.0,648.0,167.0,115.0,140.0,29.0,38.0,254.0,65.0,133.0,1223.0,214.0,120.0,318.0,242.0,120.0,307.0,127.0,234.0,50.0,93.0,430.0,58.0,16.0,519.0,187.0,88.0,179.0,98.0,89.0,219.0,187.0,260.0,126.0,210.0,151.0,226.0,82.0,63.0,88.0,62.0,59.0,54.0,41.0,18.0,84.0,172.0
16,22.0,148.0,25.0,120.0,141.0,62.0,28.0,150.0,114.0,131.0,165.0,54.0,110.0,80.0,12.0,9.0,205.0,67.0,104.0,271.0,141.0,111.0,87.0,85.0,107.0,321.0,28.0,53.0,18.0,34.0,268.0,18.0,19.0,214.0,136.0,17.0,140.0,25.0,30.0,75.0,73.0,124.0,19.0,72.0,39.0,66.0,24.0,36.0,23.0,26.0,16.0,16.0,10.0,10.0,98.0,119.0
17,8.0,72.0,16.0,75.0,78.0,39.0,10.0,69.0,78.0,74.0,92.0,15.0,59.0,66.0,10.0,8.0,95.0,25.0,67.0,139.0,89.0,57.0,36.0,38.0,54.0,167.0,15.0,31.0,11.0,15.0,146.0,17.0,7.0,130.0,64.0,9.0,71.0,19.0,12.0,22.0,28.0,67.0,14.0,34.0,30.0,23.0,20.0,13.0,16.0,17.0,15.0,13.0,11.0,9.0,43.0,42.0
18,3.0,40.0,3.0,37.0,39.0,55.0,2.0,10.0,46.0,40.0,12.0,25.0,29.0,22.0,4.0,1.0,34.0,11.0,25.0,39.0,37.0,31.0,18.0,26.0,24.0,46.0,3.0,10.0,3.0,7.0,107.0,5.0,7.0,99.0,32.0,8.0,19.0,4.0,8.0,8.0,14.0,23.0,5.0,13.0,5.0,10.0,7.0,11.0,8.0,10.0,11.0,7.0,1.0,0.0,21.0,36.0
19,18.0,139.0,15.0,119.0,158.0,59.0,33.0,154.0,138.0,120.0,188.0,56.0,120.0,104.0,14.0,5.0,179.0,50.0,103.0,384.0,116.0,100.0,79.0,107.0,106.0,298.0,30.0,55.0,14.0,34.0,251.0,31.0,13.0,242.0,112.0,11.0,140.0,19.0,27.0,47.0,64.0,115.0,18.0,111.0,64.0,55.0,21.0,22.0,25.0,33.0,24.0,21.0,8.0,11.0,76.0,99.0
20,14.0,122.0,10.0,67.0,103.0,50.0,22.0,157.0,91.0,81.0,21.0,35.0,51.0,61.0,10.0,3.0,120.0,49.0,53.0,51.0,106.0,95.0,12.0,59.0,76.0,224.0,7.0,46.0,9.0,19.0,194.0,24.0,11.0,171.0,85.0,5.0,68.0,20.0,14.0,92.0,66.0,86.0,7.0,33.0,36.0,56.0,14.0,16.0,20.0,17.0,16.0,15.0,11.0,6.0,49.0,66.0
21,11.0,65.0,8.0,53.0,89.0,37.0,16.0,51.0,67.0,78.0,29.0,26.0,59.0,72.0,7.0,9.0,130.0,33.0,67.0,38.0,79.0,71.0,13.0,57.0,60.0,178.0,9.0,30.0,13.0,13.0,169.0,14.0,8.0,142.0,73.0,11.0,58.0,21.0,19.0,29.0,39.0,75.0,7.0,32.0,16.0,23.0,12.0,16.0,13.0,18.0,11.0,15.0,5.0,5.0,37.0,56.0
22,10.0,49.0,3.0,28.0,27.0,30.0,8.0,16.0,37.0,43.0,27.0,19.0,27.0,16.0,7.0,0.0,49.0,14.0,25.0,21.0,23.0,20.0,13.0,40.0,25.0,64.0,3.0,8.0,15.0,19.0,69.0,5.0,5.0,78.0,42.0,23.0,18.0,8.0,9.0,3.0,13.0,21.0,6.0,12.0,6.0,5.0,15.0,6.0,10.0,9.0,7.0,4.0,3.0,6.0,12.0,14.0
23,14.0,148.0,16.0,92.0,151.0,65.0,35.0,200.0,126.0,111.0,23.0,48.0,99.0,107.0,2.0,10.0,237.0,56.0,75.0,65.0,153.0,113.0,22.0,91.0,104.0,320.0,7.0,70.0,18.0,36.0,264.0,31.0,15.0,234.0,100.0,14.0,124.0,21.0,27.0,97.0,80.0,123.0,9.0,52.0,55.0,68.0,26.0,25.0,26.0,24.0,27.0,15.0,10.0,11.0,70.0,82.0
24,8.0,76.0,7.0,55.0,62.0,30.0,16.0,71.0,49.0,42.0,64.0,16.0,48.0,46.0,7.0,6.0,95.0,32.0,41.0,78.0,67.0,63.0,31.0,42.0,38.0,153.0,10.0,14.0,8.0,8.0,141.0,17.0,4.0,72.0,48.0,11.0,59.0,7.0,9.0,28.0,27.0,60.0,8.0,10.0,16.0,12.0,6.0,6.0,3.0,12.0,7.0,6.0,1.0,5.0,36.0,38.0
25,9.0,67.0,10.0,40.0,65.0,26.0,9.0,60.0,47.0,44.0,131.0,17.0,48.0,33.0,7.0,7.0,56.0,30.0,44.0,122.0,51.0,47.0,39.0,28.0,50.0,125.0,17.0,20.0,5.0,11.0,116.0,13.0,6.0,90.0,43.0,6.0,58.0,12.0,8.0,11.0,32.0,57.0,10.0,25.0,18.0,13.0,9.0,6.0,11.0,12.0,11.0,5.0,4.0,5.0,28.0,28.0
26,0.0,5.0,1.0,15.0,17.0,14.0,1.0,9.0,23.0,20.0,3.0,6.0,11.0,15.0,1.0,2.0,19.0,5.0,8.0,14.0,8.0,11.0,6.0,5.0,8.0,18.0,2.0,0.0,4.0,6.0,48.0,2.0,2.0,30.0,10.0,4.0,9.0,2.0,2.0,2.0,7.0,10.0,1.0,4.0,4.0,1.0,2.0,3.0,5.0,0.0,2.0,1.0,1.0,0.0,7.0,8.0
27,14.0,104.0,2.0,90.0,104.0,43.0,14.0,95.0,94.0,74.0,88.0,28.0,77.0,81.0,4.0,3.0,152.0,34.0,77.0,160.0,97.0,89.0,59.0,50.0,76.0,209.0,13.0,30.0,5.0,15.0,202.0,13.0,13.0,121.0,72.0,12.0,83.0,13.0,10.0,39.0,59.0,80.0,14.0,28.0,28.0,37.0,12.0,12.0,14.0,9.0,10.0,5.0,6.0,5.0,56.0,66.0
28,21.0,403.0,48.0,165.0,263.0,173.0,104.0,8800.0,231.0,138.0,36.0,869.0,85.0,62.0,21.0,110.0,642.0,77.0,140.0,89.0,526.0,160.0,26.0,187.0,104.0,682.0,140.0,1680.0,24.0,56.0,303.0,75.0,17.0,382.0,288.0,15.0,152.0,72.0,332.0,3692.0,1528.0,210.0,18.0,129.0,836.0,3190.0,41.0,31.0,230.0,26.0,62.0,40.0,76.0,13.0,186.0,99.0
29,26.0,223.0,29.0,106.0,141.0,59.0,46.0,1942.0,156.0,102.0,35.0,169.0,70.0,67.0,12.0,20.0,322.0,48.0,107.0,72.0,250.0,103.0,22.0,115.0,82.0,375.0,31.0,390.0,15.0,27.0,220.0,41.0,13.0,281.0,132.0,18.0,110.0,45.0,87.0,547.0,363.0,129.0,16.0,58.0,141.0,622.0,24.0,19.0,68.0,13.0,25.0,30.0,19.0,12.0,107.0,82.0
30,3.0,21.0,1.0,19.0,25.0,35.0,9.0,300.0,24.0,26.0,16.0,35.0,13.0,12.0,2.0,7.0,42.0,10.0,10.0,19.0,41.0,15.0,5.0,19.0,13.0,42.0,12.0,54.0,7.0,6.0,44.0,5.0,2.0,62.0,22.0,5.0,22.0,3.0,19.0,106.0,106.0,19.0,3.0,14.0,30.0,83.0,7.0,2.0,12.0,5.0,7.0,3.0,6.0,0.0,16.0,10.0
31,38.0,690.0,89.0,267.0,389.0,192.0,171.0,10119.0,345.0,243.0,129.0,940.0,154.0,147.0,29.0,142.0,1053.0,114.0,205.0,263.0,868.0,221.0,79.0,290.0,180.0,957.0,203.0,2142.0,30.0,119.0,504.0,106.0,23.0,648.0,454.0,31.0,277.0,108.0,426.0,3954.0,1599.0,311.0,20.0,276.0,1026.0,3679.0,61.0,54.0,254.0,69.0,92.0,56.0,97.0,19.0,299.0,203.0
32,41.0,127.0,48.0,128.0,182.0,103.0,47.0,396.0,135.0,141.0,3080.0,98.0,133.0,149.0,22.0,32.0,204.0,67.0,124.0,4349.0,121.0,160.0,1032.0,138.0,105.0,302.0,390.0,76.0,55.0,48.0,408.0,49.0,15.0,340.0,129.0,69.0,172.0,58.0,59.0,138.0,90.0,184.0,71.0,69.0,77.0,69.0,86.0,68.0,49.0,42.0,64.0,52.0,37.0,22.0,73.0,132.0
33,28.0,72.0,42.0,59.0,95.0,46.0,30.0,186.0,50.0,71.0,1147.0,59.0,58.0,58.0,15.0,32.0,107.0,44.0,64.0,1363.0,66.0,57.0,412.0,86.0,61.0,153.0,158.0,33.0,37.0,19.0,169.0,32.0,7.0,194.0,55.0,36.0,101.0,32.0,32.0,53.0,43.0,105.0,39.0,51.0,40.0,18.0,39.0,44.0,16.0,25.0,28.0,30.0,20.0,14.0,28.0,50.0
34,65.0,154.0,161.0,77.0,189.0,150.0,105.0,495.0,162.0,120.0,8109.0,283.0,147.0,166.0,26.0,70.0,185.0,99.0,99.0,2929.0,144.0,109.0,1727.0,186.0,105.0,215.0,560.0,141.0,91.0,86.0,239.0,125.0,19.0,411.0,157.0,271.0,164.0,110.0,210.0,159.0,77.0,191.0,245.0,115.0,176.0,53.0,111.0,307.0,205.0,60.0,164.0,90.0,75.0,75.0,89.0,111.0
35,22.0,128.0,37.0,89.0,143.0,67.0,37.0,210.0,101.0,152.0,1118.0,62.0,137.0,112.0,11.0,27.0,190.0,72.0,109.0,1844.0,139.0,118.0,463.0,104.0,104.0,248.0,165.0,46.0,34.0,37.0,383.0,37.0,15.0,295.0,123.0,33.0,162.0,39.0,36.0,77.0,52.0,157.0,54.0,67.0,63.0,37.0,49.0,50.0,34.0,25.0,53.0,30.0,19.0,18.0,69.0,146.0
36,31.0,124.0,63.0,81.0,150.0,70.0,49.0,433.0,85.0,91.0,775.0,101.0,86.0,93.0,10.0,37.0,159.0,62.0,79.0,875.0,97.0,84.0,263.0,124.0,48.0,205.0,92.0,157.0,40.0,31.0,183.0,34.0,4.0,223.0,87.0,50.0,123.0,55.0,69.0,291.0,89.0,157.0,51.0,59.0,101.0,100.0,59.0,62.0,60.0,37.0,55.0,33.0,26.0,19.0,49.0,62.0
37,23.0,69.0,40.0,40.0,117.0,48.0,39.0,210.0,68.0,66.0,987.0,60.0,67.0,72.0,11.0,43.0,87.0,34.0,65.0,933.0,58.0,57.0,338.0,83.0,46.0,137.0,151.0,63.0,41.0,27.0,141.0,41.0,6.0,208.0,55.0,30.0,111.0,37.0,41.0,78.0,62.0,120.0,35.0,50.0,61.0,34.0,48.0,40.0,44.0,39.0,51.0,28.0,25.0,22.0,37.0,52.0
38,40.0,88.0,71.0,64.0,124.0,82.0,59.0,239.0,117.0,75.0,5292.0,192.0,91.0,116.0,16.0,48.0,111.0,56.0,65.0,1737.0,104.0,64.0,1112.0,118.0,66.0,171.0,348.0,102.0,62.0,47.0,129.0,64.0,11.0,258.0,98.0,127.0,126.0,53.0,129.0,136.0,56.0,111.0,141.0,67.0,90.0,42.0,61.0,140.0,106.0,33.0,81.0,78.0,28.0,32.0,34.0,65.0
39,32.0,132.0,65.0,101.0,184.0,73.0,29.0,279.0,116.0,130.0,817.0,69.0,121.0,111.0,18.0,40.0,177.0,69.0,114.0,983.0,128.0,120.0,322.0,129.0,96.0,298.0,100.0,119.0,43.0,41.0,348.0,43.0,11.0,345.0,131.0,44.0,150.0,64.0,59.0,190.0,79.0,176.0,41.0,66.0,101.0,54.0,78.0,49.0,47.0,23.0,42.0,31.0,30.0,21.0,66.0,125.0
40,22.0,97.0,46.0,73.0,131.0,62.0,28.0,619.0,103.0,87.0,4019.0,68.0,71.0,112.0,14.0,48.0,134.0,59.0,93.0,4938.0,78.0,75.0,1200.0,97.0,101.0,208.0,442.0,96.0,45.0,35.0,191.0,43.0,15.0,199.0,99.0,43.0,161.0,46.0,59.0,153.0,88.0,153.0,56.0,52.0,66.0,49.0,75.0,51.0,53.0,20.0,42.0,31.0,18.0,26.0,41.0,75.0
41,30.0,77.0,37.0,55.0,127.0,53.0,36.0,886.0,73.0,89.0,3959.0,51.0,69.0,66.0,5.0,26.0,87.0,38.0,51.0,3887.0,81.0,58.0,1243.0,73.0,65.0,143.0,439.0,60.0,36.0,25.0,135.0,29.0,8.0,206.0,74.0,53.0,103.0,41.0,47.0,77.0,64.0,140.0,54.0,48.0,62.0,30.0,53.0,38.0,60.0,21.0,47.0,26.0,11.0,16.0,34.0,51.0
42,47.0,112.0,93.0,77.0,151.0,105.0,85.0,1057.0,97.0,93.0,7333.0,176.0,95.0,122.0,13.0,70.0,127.0,65.0,84.0,3423.0,120.0,77.0,1715.0,105.0,82.0,138.0,510.0,92.0,70.0,39.0,138.0,57.0,9.0,297.0,107.0,180.0,145.0,67.0,115.0,121.0,63.0,143.0,172.0,59.0,95.0,28.0,99.0,193.0,165.0,27.0,125.0,74.0,39.0,62.0,30.0,53.0
43,16.0,111.0,47.0,65.0,106.0,61.0,45.0,650.0,82.0,90.0,2501.0,55.0,92.0,102.0,11.0,29.0,136.0,44.0,56.0,3540.0,88.0,81.0,831.0,77.0,80.0,199.0,351.0,62.0,38.0,34.0,211.0,36.0,12.0,222.0,86.0,44.0,116.0,49.0,48.0,92.0,56.0,158.0,45.0,44.0,62.0,31.0,54.0,50.0,42.0,24.0,42.0,21.0,13.0,17.0,31.0,66.0
44,27.0,361.0,220.0,130.0,321.0,179.0,156.0,10432.0,157.0,112.0,856.0,1371.0,70.0,97.0,27.0,310.0,463.0,78.0,115.0,1020.0,397.0,102.0,293.0,227.0,95.0,462.0,319.0,2872.0,66.0,97.0,310.0,104.0,14.0,507.0,241.0,41.0,200.0,187.0,621.0,7229.0,1405.0,294.0,46.0,179.0,1426.0,2945.0,100.0,61.0,190.0,42.0,390.0,84.0,195.0,52.0,118.0,91.0
45,46.0,173.0,142.0,65.0,162.0,77.0,68.0,1819.0,88.0,96.0,898.0,277.0,77.0,78.0,25.0,86.0,242.0,53.0,92.0,892.0,164.0,62.0,323.0,172.0,66.0,262.0,177.0,555.0,49.0,52.0,231.0,64.0,10.0,328.0,109.0,47.0,149.0,93.0,173.0,1344.0,273.0,238.0,49.0,97.0,283.0,474.0,81.0,52.0,67.0,37.0,108.0,49.0,55.0,30.0,64.0,71.0
46,35.0,88.0,47.0,48.0,76.0,56.0,53.0,1015.0,74.0,63.0,2904.0,283.0,56.0,75.0,13.0,83.0,115.0,46.0,50.0,942.0,85.0,47.0,623.0,79.0,50.0,119.0,268.0,320.0,43.0,45.0,106.0,55.0,6.0,213.0,90.0,111.0,85.0,46.0,160.0,826.0,178.0,97.0,94.0,72.0,223.0,214.0,58.0,158.0,122.0,27.0,121.0,56.0,44.0,34.0,25.0,43.0
47,48.0,284.0,185.0,80.0,219.0,101.0,108.0,4556.0,102.0,120.0,682.0,704.0,82.0,100.0,21.0,190.0,332.0,55.0,109.0,824.0,256.0,104.0,262.0,174.0,89.0,375.0,204.0,1266.0,56.0,72.0,333.0,81.0,9.0,446.0,138.0,36.0,173.0,128.0,347.0,3873.0,544.0,299.0,65.0,106.0,823.0,1174.0,91.0,57.0,112.0,33.0,229.0,61.0,99.0,36.0,76.0,110.0
48,17.0,74.0,18.0,61.0,112.0,51.0,30.0,248.0,49.0,70.0,582.0,59.0,44.0,65.0,18.0,16.0,90.0,31.0,69.0,740.0,54.0,51.0,83.0,91.0,43.0,118.0,109.0,59.0,28.0,17.0,184.0,29.0,7.0,253.0,51.0,14.0,85.0,57.0,26.0,15.0,33.0,107.0,15.0,63.0,76.0,16.0,26.0,33.0,18.0,32.0,28.0,17.0,8.0,10.0,31.0,66.0
49,21.0,55.0,23.0,55.0,87.0,41.0,15.0,238.0,41.0,74.0,610.0,40.0,60.0,54.0,12.0,15.0,75.0,37.0,64.0,402.0,35.0,48.0,109.0,61.0,36.0,108.0,91.0,31.0,24.0,23.0,173.0,20.0,10.0,156.0,53.0,12.0,80.0,33.0,22.0,22.0,37.0,85.0,32.0,32.0,65.0,13.0,22.0,14.0,20.0,19.0,22.0,9.0,7.0,13.0,32.0,55.0
50,32.0,74.0,18.0,70.0,97.0,37.0,24.0,63.0,42.0,77.0,100.0,51.0,73.0,83.0,8.0,18.0,92.0,29.0,70.0,261.0,65.0,56.0,41.0,101.0,60.0,167.0,29.0,27.0,19.0,17.0,224.0,26.0,9.0,207.0,66.0,15.0,100.0,31.0,25.0,17.0,43.0,108.0,18.0,54.0,42.0,21.0,31.0,36.0,21.0,17.0,24.0,24.0,8.0,8.0,38.0,80.0
51,44.0,107.0,37.0,70.0,146.0,82.0,52.0,284.0,78.0,130.0,1990.0,79.0,77.0,112.0,20.0,24.0,129.0,47.0,91.0,2394.0,77.0,84.0,706.0,138.0,88.0,189.0,235.0,72.0,36.0,34.0,342.0,37.0,17.0,360.0,91.0,26.0,125.0,95.0,40.0,24.0,75.0,190.0,55.0,109.0,81.0,38.0,81.0,50.0,58.0,41.0,59.0,37.0,28.0,28.0,55.0,124.0
52,14.0,74.0,7.0,73.0,80.0,21.0,13.0,41.0,50.0,79.0,43.0,24.0,60.0,56.0,8.0,4.0,109.0,28.0,55.0,175.0,64.0,58.0,14.0,64.0,37.0,128.0,15.0,16.0,8.0,14.0,230.0,16.0,7.0,197.0,56.0,5.0,70.0,16.0,6.0,8.0,28.0,78.0,7.0,46.0,38.0,12.0,5.0,18.0,8.0,13.0,13.0,8.0,10.0,3.0,34.0,58.0
53,16.0,84.0,13.0,84.0,111.0,51.0,15.0,80.0,59.0,106.0,188.0,21.0,81.0,89.0,11.0,3.0,105.0,42.0,84.0,300.0,58.0,74.0,76.0,91.0,57.0,141.0,28.0,38.0,10.0,21.0,271.0,17.0,13.0,234.0,82.0,15.0,98.0,18.0,18.0,16.0,51.0,103.0,14.0,40.0,38.0,6.0,22.0,17.0,16.0,12.0,12.0,14.0,7.0,6.0,35.0,101.0
54,18.0,99.0,14.0,78.0,80.0,47.0,26.0,50.0,74.0,104.0,71.0,27.0,75.0,81.0,10.0,9.0,116.0,38.0,92.0,230.0,80.0,76.0,22.0,89.0,60.0,173.0,23.0,35.0,15.0,13.0,253.0,20.0,12.0,260.0,81.0,21.0,88.0,22.0,7.0,16.0,53.0,88.0,12.0,51.0,37.0,14.0,15.0,19.0,10.0,17.0,12.0,17.0,14.0,6.0,47.0,97.0
55,19.0,101.0,13.0,153.0,109.0,69.0,22.0,65.0,83.0,168.0,101.0,30.0,98.0,135.0,12.0,11.0,173.0,69.0,140.0,231.0,90.0,134.0,47.0,173.0,71.0,211.0,29.0,35.0,23.0,25.0,474.0,20.0,19.0,439.0,115.0,9.0,113.0,36.0,19.0,23.0,49.0,146.0,16.0,95.0,60.0,16.0,26.0,25.0,11.0,26.0,10.0,18.0,8.0,7.0,59.0,143.0
56,9.0,37.0,8.0,43.0,44.0,22.0,5.0,44.0,29.0,48.0,84.0,18.0,36.0,37.0,3.0,2.0,53.0,16.0,32.0,292.0,38.0,45.0,23.0,55.0,27.0,92.0,33.0,14.0,10.0,10.0,131.0,7.0,2.0,152.0,34.0,5.0,58.0,16.0,11.0,3.0,18.0,38.0,11.0,25.0,18.0,7.0,11.0,11.0,7.0,9.0,11.0,10.0,4.0,1.0,27.0,49.0
57,12.0,44.0,10.0,44.0,45.0,26.0,7.0,92.0,24.0,56.0,250.0,19.0,32.0,41.0,8.0,8.0,70.0,14.0,30.0,221.0,37.0,41.0,65.0,37.0,24.0,73.0,48.0,25.0,7.0,12.0,129.0,9.0,7.0,124.0,29.0,3.0,41.0,14.0,10.0,7.0,27.0,70.0,4.0,28.0,30.0,4.0,14.0,11.0,8.0,6.0,5.0,17.0,7.0,6.0,24.0,34.0
58,12.0,47.0,8.0,53.0,63.0,24.0,19.0,51.0,38.0,78.0,125.0,21.0,47.0,58.0,2.0,4.0,78.0,25.0,52.0,232.0,34.0,38.0,38.0,44.0,34.0,100.0,23.0,22.0,12.0,10.0,154.0,10.0,7.0,148.0,46.0,10.0,50.0,12.0,11.0,7.0,27.0,61.0,7.0,29.0,23.0,10.0,16.0,9.0,9.0,12.0,10.0,9.0,0.0,4.0,29.0,57.0
