"","1","2","3","4","5","6","7","8","9","10","11","12"
"PD13166",0.0550888982220356,0.0622287554248915,0.136147277054459,0.0882682346353073,0.0895282094358113,0.130687386252275,0.0882682346353073,0.0702085958280834,0.0282094358112838,0.0697886042279154,0.0655886882262355,0.115987680246395
"PD13167",0.0742023082145282,0.0208418194161575,0.176849966055669,0.063204344874406,0.0713509843856076,0.0774609640190088,0.0786829599456891,0.116564833672777,0.0269517990495587,0.142226748133062,0.0843856076035302,0.0672776646300068
"PD13168",0.0663951383501422,0.0617403672097233,0.197892423066977,0.0388544091026636,0.14203516938195,0.107124385828808,0.0613524696146884,0.0982027411430049,0.0206232221360228,0.0380786139125937,0.102081717093354,0.0656193431600724
"PD13296",0.0577053814226421,0.205891298125089,0.0309235007871762,0.0529286532131101,0.0302257764419636,0.0573296836982968,0.0673661800486618,0.0498694003148705,0.0511575067983398,0.231116716759697,0.0609256476313153,0.104560254758838
"PD13297",0.102658772396665,0.0513016675536633,0.00879235408905446,0.0405246585062977,0.0919482880965052,0.0352026787298208,0.031610342380699,0.0021398793684584,0.031543817633493,0.195859943232216,0.352924871385489,0.0554927266276388
"PD13298",0.0806898736683696,0.0800958377886024,0.0759375866302325,0.0598986178765197,0.0461169854659221,0.143301255395826,0.103738465803335,0.0795018019088353,0.024969308146212,0.163379668131955,0.0656013623222843,0.0767692368619065
"PD13299",0.0358986246329779,0.106366867562973,0.0206923195796631,0.0474887961675166,0.117215268119302,0.048508731262556,0.0426672848091485,0.0473960747952403,0.0232885180033998,0.149482305671457,0.0408128573636223,0.320182352032143
"PD13302",0.0792896616794716,0.0845464348294919,0.15389540369322,0.10799973042189,0.0722132362852136,0.105169160264187,0.149851732039358,0.0841420676641057,0.0196455047850115,0.0402682302197062,0.0823224154198679,0.0206564226984769
"PD13304",0.104126781535843,0.0352052754733036,0.194107636673048,0.0498830036162519,0.0447777068708785,0.102212295256328,0.150074452244203,0.11433737502659,0.0371197617528185,0.0556264624547969,0.0913635396724101,0.0211657094235269
"PD13306",0.0574020552344252,0.113760436737315,0.14796082209377,0.0694444444444444,0.158558124598587,0.0564386640976236,0.053548490687219,0.0949743095696853,0.0256101477199743,0.0790783558124599,0.118577392421323,0.0246467565831728
"PD13307",0.031494848540934,0.0598124498735271,0.091276451354186,0.0433401196865939,0.337435992349929,0.0555555555555556,0.0370473193904621,0.0692516503177247,0.0213153186501326,0.0350114134123018,0.0531494848540934,0.16530939601456
"PD13310",0.0867446393762183,0.0771752613857877,0.201577175261386,0.100035442140705,0.0399610136452242,0.0761119971646287,0.0771752613857877,0.123958887116782,0.0357079567605883,0.0474038631933369,0.116516037568669,0.0176324650008861
"PD13311",0.0375365497076023,0.176571637426901,0.0274488304093567,0.105080409356725,0.0210891812865497,0.079422514619883,0.0956505847953216,0.0482821637426901,0.0421418128654971,0.266483918128655,0.047843567251462,0.0524488304093567
"PD13312",0.0720569417786308,0.0403870761356366,0.13395713371721,0.135876519513756,0.0303103007037748,0.0811740243122201,0.0686980166346769,0.124360204734485,0.0528630838131798,0.132517594369802,0.109005118362124,0.0187939859245042
"PD13416",0.0805262275850511,0.0910842969666499,0.178565443271326,0.0734875146639852,0.0443271325624267,0.0835428188369365,0.160968660968661,0.0870621752974694,0.0116473940003352,0.0227082285905815,0.141360817831406,0.0247192894251718
"PD13418",0.0669534363760086,0.0313745504034218,0.1009283561777,0.0281666180616312,0.182584815786916,0.0510595897735005,0.0522261106250608,0.0580587148828619,0.0191260814620395,0.105594439583941,0.043185574025469,0.26074171284145
"PD13419",0.097343841214244,0.0360478692352598,0.134121424401635,0.0614419147694104,0.0798307063631057,0.0509340338587274,0.204173963806188,0.139375364856976,0.0264156450671337,0.0833333333333333,0.0596906012842966,0.0272913018096906
"PD13420",0.0586645746164575,0.0722629009762901,0.167451185495119,0.115672942817294,0.0424511854951186,0.0534344490934449,0.0691248256624826,0.154375871687587,0.0230997210599721,0.100505578800558,0.116718967921897,0.0262377963737796
"PD13422",0.0804132973944295,0.0523809523809524,0.16774483378257,0.0744833782569632,0.0593890386343217,0.156424079065589,0.0599281221922731,0.128391734052111,0.0286612758310872,0.0890386343216532,0.0814914645103324,0.0216531895777179
"PD13424",0.101440226440226,0.135905760905761,0.158133533133533,0.0382534132534132,0.0552364302364302,0.103687978687979,0.112678987678988,0.0677239427239427,0.032009657009657,0.0652264402264402,0.0804612054612055,0.0492424242424242
"PD13425",0.0386422397159836,0.034358840781045,0.0189617581230223,0.012247240873659,0.195825615497415,0.063387551130663,0.0204956780118855,0.0246054256386509,0.017254186925986,0.0880170950065602,0.0242581230223045,0.461946245272825
"PD13426",0.0349824178489148,0.0910027888929308,0.151024615011519,0.10191584818722,0.0688129016612101,0.0749969685946405,0.127015884564084,0.120831817630654,0.0411664847823451,0.0466230144294895,0.12774342185037,0.013883836546623
"PD13427",0.120917792792793,0.0550394144144144,0.165681306306306,0.0998029279279279,0.0195664414414414,0.0972691441441441,0.0769988738738739,0.153856981981982,0.0237894144144144,0.0668637387387387,0.0947353603603604,0.0254786036036036
"PD13428",0.088181643625192,0.0498751920122888,0.115543394777266,0.0959581413210445,0.0530433947772657,0.0576516897081413,0.101718509984639,0.151545698924731,0.0461309523809524,0.0737807219662058,0.128504224270353,0.0380664362519201
"PD13602",0.0711211714732842,0.0541862284820031,0.101972948803935,0.0535155376704673,0.0370836127878381,0.147915269394143,0.0709534987704002,0.0939246590655041,0.0449642298233848,0.170718756986363,0.0987871674491393,0.054856919293539
"PD13603",0.089006636694498,0.0434061228858917,0.116623849282809,0.0629950760008563,0.108274459430529,0.126257760650824,0.0970348961678442,0.0584992506957825,0.0373046456861486,0.0880432455576964,0.0716655962320702,0.10088846071505
"PD13604",0.0110482508874385,0.0110160454597504,0.00662537215160884,0.00219175827321653,0.43795266517806,0.0348051213786786,0.00394158651093553,0.00616376102141303,0.00251381255009733,0.0166519953051643,0.0181656504065041,0.448923980877133
"PD13605",0.0505952380952381,0.106495859213251,0.134446169772257,0.0653467908902692,0.0451604554865424,0.0653467908902692,0.103390269151139,0.206651138716356,0.0288561076604555,0.068452380952381,0.0816511387163561,0.0436076604554865
"PD13606",0.100482360199675,0.0738964608222559,0.129255706994223,0.0375511806607213,0.052358517022828,0.201104941387627,0.113438779516518,0.0807953334455101,0.0187054798362219,0.0834875764204386,0.0770934993549835,0.0318301643389983
"PD13607",0.108797683243459,0.0581685640103855,0.123776712602357,0.073147593369283,0.0962152985819852,0.0989115238665868,0.111194327940883,0.085130816856401,0.0309067305771919,0.060864789294987,0.0680547233872578,0.0848312362692231
"PD13608",0.0368454815171197,0.0534439900569321,0.105163980434608,0.0868815652313367,0.196576056450966,0.0262609253468046,0.049354502445674,0.0613824071846684,0.029628738673723,0.0325154358110817,0.0779809157244808,0.243966001122604
"PD13609",0.0181174656574152,0.0629029997196524,0.0471334454723858,0.0319946733950098,0.266014858424446,0.0134917297448837,0.063533781889543,0.0330459770114943,0.0107583403420241,0.0431384917297449,0.0422974488365573,0.367570787776843
"PD13618",0.0324836254204284,0.0377942998760843,0.149849530890423,0.0988670561161267,0.117985484156488,0.0786864931846344,0.11533014692866,0.103646663126217,0.0271729509647725,0.0670030093821915,0.122765091166578,0.048415648787396
"PD13619",0.0967468393462843,0.0426302806043787,0.155488744989208,0.0546561825470244,0.0504933703361085,0.0380049337033611,0.170289855072464,0.167052112241751,0.0329170521122418,0.0583564600678384,0.113398088189948,0.0199660807893925
"PD13620",0.080070281124498,0.0841580608146873,0.151068559954102,0.0647948938611589,0.0501649454962708,0.128693344807803,0.176025530694205,0.0434954102122777,0.0256382673551348,0.0749067699368904,0.0811460126219162,0.0398379231210556
"PD13622",0.120355656451003,0.0990162693908437,0.150548618993568,0.0243284146802876,0.0304578130911843,0.222058267120696,0.115588346575861,0.0722285281876655,0.0170639424895952,0.101286416950435,0.0340900491865305,0.0129776768823307
"PD13623",0.0216017316017316,0.0171861471861472,0.0844588744588745,0.0636796536796537,0.337445887445887,0.0517316017316017,0.0364069264069264,0.104718614718615,0.0174458874458874,0.0641991341991342,0.0847186147186147,0.116406926406926
"PD13625",0.0658310449700298,0.175583901733251,0.0873564236572475,0.0337644314524463,0.0397879942126554,0.133064635190599,0.0509493016801016,0.0448371571145953,0.27940177754156,0.0119733073493371,0.0540496648655033,0.0234003602326749
"PD13626",0.0889579632918887,0.0809650680876258,0.163558318531676,0.0996151568975725,0.0463291888691533,0.0729721728833629,0.14757252812315,0.0818531675547661,0.0267910005920663,0.0854055654233274,0.0711959739490823,0.0347838957963292
"PD13627",0.0434722876432721,0.171828387501963,0.0307544355471817,0.108121369131732,0.0202739833568849,0.0320497723347464,0.0949324854765269,0.0316964986654106,0.03770215104412,0.292294708745486,0.0594873606531638,0.0773865598995133
