,ind,variable,value
1069,13,PD11342,47.0
1070,14,PD11342,10.0
1071,15,PD11342,69.0
1072,16,PD11342,18.0
1073,17,PD11342,19.0
1074,18,PD11342,1.0
1075,19,PD11342,25.0
1076,20,PD11342,16.0
1077,21,PD11342,13.0
1078,22,PD11342,6.0
1079,23,PD11342,18.0
1080,24,PD11342,13.0
1081,25,PD11342,15.0
1082,26,PD11342,1.0
1083,27,PD11342,6.0
1084,28,PD11342,120.0
1085,29,PD11342,41.0
1086,30,PD11342,11.0
1087,31,PD11342,169.0
1088,32,PD11342,56.0
1089,33,PD11342,22.0
1090,34,PD11342,126.0
1091,35,PD11342,40.0
1092,36,PD11342,68.0
1093,37,PD11342,43.0
1094,38,PD11342,81.0
1095,39,PD11342,65.0
1096,40,PD11342,57.0
1097,41,PD11342,53.0
1098,42,PD11342,107.0
1099,43,PD11342,30.0
1100,44,PD11342,404.0
1101,45,PD11342,120.0
1102,46,PD11342,111.0
1103,47,PD11342,207.0
1104,48,PD11342,20.0
1105,49,PD11342,20.0
1106,50,PD11342,23.0
1107,51,PD11342,33.0
1108,52,PD11342,7.0
1109,53,PD11342,16.0
1110,54,PD11342,18.0
1111,55,PD11342,15.0
1112,56,PD11342,11.0
1113,57,PD11342,7.0
1114,58,PD11342,7.0
1115,59,PD11342,12.0
1116,60,PD11342,31.0
1117,61,PD11342,20.0
1118,62,PD11342,11.0
1119,63,PD11342,29.0
1120,64,PD11342,63.0
1121,65,PD11342,14.0
1122,66,PD11342,32.0
1123,67,PD11342,60.0
1124,68,PD11342,21.0
1125,69,PD11342,10.0
1126,70,PD11342,21.0
1127,71,PD11342,22.0
1128,72,PD11342,23.0
1129,73,PD11342,12.0
1130,74,PD11342,17.0
1131,75,PD11342,18.0
1132,76,PD11342,17.0
1133,77,PD11342,18.0
1134,78,PD11342,17.0
1135,79,PD11342,35.0
1136,80,PD11342,6.0
1137,81,PD11342,7.0
1138,82,PD11342,8.0
1139,83,PD11342,8.0
1140,84,PD11342,4.0
1141,85,PD11342,6.0
1142,86,PD11342,10.0
1143,87,PD11342,7.0
1144,88,PD11342,3.0
1145,89,PD11342,3.0
1146,90,PD11342,7.0
1147,91,PD11342,6.0
1148,92,PD11342,8.0
1149,93,PD11342,7.0
1150,94,PD11342,7.0
1151,95,PD11342,18.0
1152,0,PD11343,62.0
1153,1,PD11343,48.0
1154,2,PD11343,7.0
1155,3,PD11343,29.0
1156,4,PD11343,36.0
1157,5,PD11343,41.0
1158,6,PD11343,3.0
1159,7,PD11343,35.0
1160,8,PD11343,35.0
1161,9,PD11343,22.0
1162,10,PD11343,6.0
1163,11,PD11343,24.0
1164,12,PD11343,62.0
1165,13,PD11343,66.0
1166,14,PD11343,8.0
1167,15,PD11343,67.0
1168,16,PD11343,32.0
1169,17,PD11343,24.0
1170,18,PD11343,4.0
1171,19,PD11343,22.0
1172,20,PD11343,19.0
1173,21,PD11343,22.0
1174,22,PD11343,9.0
1175,23,PD11343,16.0
1176,24,PD11343,10.0
1177,25,PD11343,20.0
1178,26,PD11343,3.0
1179,27,PD11343,17.0
1180,28,PD11343,47.0
1181,29,PD11343,26.0
1182,30,PD11343,5.0
1183,31,PD11343,69.0
1184,32,PD11343,62.0
1185,33,PD11343,37.0
1186,34,PD11343,146.0
1187,35,PD11343,31.0
1188,36,PD11343,50.0
1189,37,PD11343,41.0
1190,38,PD11343,93.0
1191,39,PD11343,65.0
1192,40,PD11343,61.0
1193,41,PD11343,42.0
1194,42,PD11343,117.0
1195,43,PD11343,39.0
1196,44,PD11343,105.0
1197,45,PD11343,63.0
1198,46,PD11343,71.0
1199,47,PD11343,66.0
1200,48,PD11343,30.0
1201,49,PD11343,24.0
1202,50,PD11343,27.0
1203,51,PD11343,41.0
1204,52,PD11343,16.0
1205,53,PD11343,11.0
1206,54,PD11343,27.0
1207,55,PD11343,19.0
1208,56,PD11343,13.0
1209,57,PD11343,8.0
1210,58,PD11343,13.0
1211,59,PD11343,19.0
1212,60,PD11343,33.0
1213,61,PD11343,20.0
1214,62,PD11343,11.0
1215,63,PD11343,31.0
1216,64,PD11343,51.0
1217,65,PD11343,23.0
1218,66,PD11343,29.0
1219,67,PD11343,50.0
1220,68,PD11343,23.0
1221,69,PD11343,15.0
1222,70,PD11343,22.0
1223,71,PD11343,30.0
1224,72,PD11343,22.0
1225,73,PD11343,18.0
1226,74,PD11343,14.0
1227,75,PD11343,25.0
1228,76,PD11343,39.0
1229,77,PD11343,32.0
1230,78,PD11343,14.0
1231,79,PD11343,45.0
1232,80,PD11343,13.0
1233,81,PD11343,7.0
1234,82,PD11343,15.0
1235,83,PD11343,5.0
1236,84,PD11343,6.0
1237,85,PD11343,9.0
1238,86,PD11343,11.0
1239,87,PD11343,12.0
1240,88,PD11343,7.0
1241,89,PD11343,3.0
1242,90,PD11343,10.0
1243,91,PD11343,9.0
1244,92,PD11343,8.0
1245,93,PD11343,10.0
1246,94,PD11343,13.0
1247,95,PD11343,26.0
1248,0,PD11344,26.0
1249,1,PD11344,28.0
1250,2,PD11344,5.0
1251,3,PD11344,9.0
1252,4,PD11344,21.0
1253,5,PD11344,13.0
1254,6,PD11344,4.0
1255,7,PD11344,16.0
1256,8,PD11344,18.0
1257,9,PD11344,15.0
1258,10,PD11344,6.0
1259,11,PD11344,18.0
1260,12,PD11344,305.0
1261,13,PD11344,144.0
1262,14,PD11344,15.0
1263,15,PD11344,194.0
1264,16,PD11344,39.0
1265,17,PD11344,11.0
1266,18,PD11344,3.0
1267,19,PD11344,41.0
1268,20,PD11344,38.0
1269,21,PD11344,8.0
1270,22,PD11344,5.0
1271,23,PD11344,44.0
1272,24,PD11344,6.0
1273,25,PD11344,5.0
1274,26,PD11344,1.0
1275,27,PD11344,26.0
1276,28,PD11344,1719.0
1277,29,PD11344,326.0
1278,30,PD11344,50.0
1279,31,PD11344,2158.0
1280,32,PD11344,68.0
1281,33,PD11344,27.0
1282,34,PD11344,71.0
1283,35,PD11344,39.0
1284,36,PD11344,98.0
1285,37,PD11344,46.0
1286,38,PD11344,62.0
1287,39,PD11344,71.0
1288,40,PD11344,73.0
1289,41,PD11344,34.0
1290,42,PD11344,56.0
1291,43,PD11344,35.0
1292,44,PD11344,2477.0
1293,45,PD11344,522.0
1294,46,PD11344,345.0
1295,47,PD11344,1249.0
1296,48,PD11344,14.0
1297,49,PD11344,9.0
1298,50,PD11344,12.0
1299,51,PD11344,18.0
1300,52,PD11344,3.0
1301,53,PD11344,8.0
1302,54,PD11344,8.0
1303,55,PD11344,4.0
1304,56,PD11344,4.0
1305,57,PD11344,4.0
1306,58,PD11344,5.0
1307,59,PD11344,9.0
1308,60,PD11344,14.0
1309,61,PD11344,6.0
1310,62,PD11344,4.0
1311,63,PD11344,7.0
1312,64,PD11344,32.0
1313,65,PD11344,19.0
1314,66,PD11344,18.0
1315,67,PD11344,25.0
1316,68,PD11344,11.0
1317,69,PD11344,10.0
1318,70,PD11344,15.0
1319,71,PD11344,13.0
1320,72,PD11344,10.0
1321,73,PD11344,10.0
1322,74,PD11344,9.0
1323,75,PD11344,14.0
1324,76,PD11344,14.0
1325,77,PD11344,11.0
1326,78,PD11344,6.0
1327,79,PD11344,14.0
1328,80,PD11344,6.0
1329,81,PD11344,1.0
1330,82,PD11344,7.0
1331,83,PD11344,8.0
1332,84,PD11344,3.0
1333,85,PD11344,5.0
1334,86,PD11344,7.0
1335,87,PD11344,5.0
1336,88,PD11344,0.0
1337,89,PD11344,3.0
1338,90,PD11344,1.0
1339,91,PD11344,4.0
1340,92,PD11344,7.0
1341,93,PD11344,6.0
1342,94,PD11344,2.0
1343,95,PD11344,13.0
1344,0,PD11345,93.0
1345,1,PD11345,60.0
1346,2,PD11345,16.0
1347,3,PD11345,70.0
1348,4,PD11345,108.0
1349,5,PD11345,43.0
1350,6,PD11345,18.0
1351,7,PD11345,100.0
1352,8,PD11345,101.0
1353,9,PD11345,38.0
1354,10,PD11345,14.0
1355,11,PD11345,81.0
1356,12,PD11345,263.0
1357,13,PD11345,145.0
1358,14,PD11345,34.0
1359,15,PD11345,297.0
1360,16,PD11345,36.0
1361,17,PD11345,31.0
1362,18,PD11345,18.0
1363,19,PD11345,41.0
1364,20,PD11345,23.0
1365,21,PD11345,19.0
1366,22,PD11345,21.0
1367,23,PD11345,34.0
1368,24,PD11345,13.0
1369,25,PD11345,12.0
1370,26,PD11345,7.0
1371,27,PD11345,27.0
1372,28,PD11345,837.0
1373,29,PD11345,181.0
1374,30,PD11345,52.0
1375,31,PD11345,961.0
1376,32,PD11345,116.0
1377,33,PD11345,63.0
1378,34,PD11345,169.0
1379,35,PD11345,90.0
1380,36,PD11345,124.0
1381,37,PD11345,70.0
1382,38,PD11345,141.0
1383,39,PD11345,131.0
1384,40,PD11345,92.0
1385,41,PD11345,72.0
1386,42,PD11345,142.0
1387,43,PD11345,66.0
1388,44,PD11345,1923.0
1389,45,PD11345,454.0
1390,46,PD11345,308.0
1391,47,PD11345,1089.0
1392,48,PD11345,33.0
1393,49,PD11345,38.0
1394,50,PD11345,36.0
1395,51,PD11345,72.0
1396,52,PD11345,21.0
1397,53,PD11345,28.0
1398,54,PD11345,26.0
1399,55,PD11345,32.0
1400,56,PD11345,19.0
1401,57,PD11345,20.0
1402,58,PD11345,16.0
1403,59,PD11345,24.0
1404,60,PD11345,78.0
1405,61,PD11345,22.0
1406,62,PD11345,17.0
1407,63,PD11345,54.0
1408,64,PD11345,81.0
1409,65,PD11345,25.0
1410,66,PD11345,57.0
1411,67,PD11345,75.0
1412,68,PD11345,34.0
1413,69,PD11345,30.0
1414,70,PD11345,32.0
1415,71,PD11345,41.0
1416,72,PD11345,51.0
1417,73,PD11345,28.0
1418,74,PD11345,30.0
1419,75,PD11345,43.0
1420,76,PD11345,43.0
1421,77,PD11345,40.0
1422,78,PD11345,19.0
1423,79,PD11345,50.0
1424,80,PD11345,16.0
1425,81,PD11345,11.0
1426,82,PD11345,20.0
1427,83,PD11345,10.0
1428,84,PD11345,14.0
1429,85,PD11345,7.0
1430,86,PD11345,19.0
1431,87,PD11345,32.0
1432,88,PD11345,10.0
1433,89,PD11345,8.0
1434,90,PD11345,8.0
1435,91,PD11345,25.0
1436,92,PD11345,11.0
1437,93,PD11345,18.0
1438,94,PD11345,24.0
1439,95,PD11345,59.0
1440,0,PD11346,34.0
1441,1,PD11346,18.0
1442,2,PD11346,2.0
1443,3,PD11346,18.0
1444,4,PD11346,24.0
1445,5,PD11346,10.0
1446,6,PD11346,3.0
1447,7,PD11346,29.0
1448,8,PD11346,21.0
1449,9,PD11346,15.0
1450,10,PD11346,5.0
1451,11,PD11346,12.0
1452,12,PD11346,45.0
1453,13,PD11346,27.0
1454,14,PD11346,9.0
1455,15,PD11346,50.0
1456,16,PD11346,11.0
1457,17,PD11346,7.0
1458,18,PD11346,4.0
1459,19,PD11346,15.0
1460,20,PD11346,14.0
1461,21,PD11346,7.0
1462,22,PD11346,12.0
1463,23,PD11346,12.0
1464,24,PD11346,6.0
1465,25,PD11346,7.0
1466,26,PD11346,1.0
1467,27,PD11346,4.0
1468,28,PD11346,71.0
1469,29,PD11346,23.0
1470,30,PD11346,9.0
1471,31,PD11346,115.0
1472,32,PD11346,54.0
1473,33,PD11346,25.0
1474,34,PD11346,86.0
1475,35,PD11346,29.0
1476,36,PD11346,33.0
1477,37,PD11346,33.0
1478,38,PD11346,72.0
1479,39,PD11346,38.0
1480,40,PD11346,27.0
1481,41,PD11346,45.0
1482,42,PD11346,81.0
1483,43,PD11346,25.0
1484,44,PD11346,193.0
1485,45,PD11346,79.0
1486,46,PD11346,72.0
1487,47,PD11346,137.0
1488,48,PD11346,32.0
1489,49,PD11346,17.0
1490,50,PD11346,15.0
1491,51,PD11346,35.0
1492,52,PD11346,7.0
1493,53,PD11346,6.0
1494,54,PD11346,9.0
1495,55,PD11346,11.0
1496,56,PD11346,9.0
1497,57,PD11346,4.0
1498,58,PD11346,8.0
1499,59,PD11346,12.0
1500,60,PD11346,32.0
1501,61,PD11346,4.0
1502,62,PD11346,7.0
1503,63,PD11346,22.0
1504,64,PD11346,31.0
1505,65,PD11346,11.0
1506,66,PD11346,24.0
1507,67,PD11346,26.0
1508,68,PD11346,14.0
1509,69,PD11346,7.0
1510,70,PD11346,18.0
1511,71,PD11346,13.0
1512,72,PD11346,15.0
1513,73,PD11346,10.0
1514,74,PD11346,9.0
1515,75,PD11346,10.0
1516,76,PD11346,19.0
1517,77,PD11346,14.0
1518,78,PD11346,15.0
1519,79,PD11346,26.0
1520,80,PD11346,18.0
1521,81,PD11346,3.0
1522,82,PD11346,8.0
1523,83,PD11346,8.0
1524,84,PD11346,5.0
1525,85,PD11346,4.0
1526,86,PD11346,6.0
1527,87,PD11346,10.0
1528,88,PD11346,5.0
1529,89,PD11346,4.0
1530,90,PD11346,5.0
1531,91,PD11346,8.0
1532,92,PD11346,7.0
1533,93,PD11346,4.0
1534,94,PD11346,11.0
1535,95,PD11346,25.0
1536,0,PD11347,17.0
1537,1,PD11347,20.0
1538,2,PD11347,1.0
1539,3,PD11347,19.0
1540,4,PD11347,12.0
1541,5,PD11347,18.0
1542,6,PD11347,5.0
1543,7,PD11347,9.0
1544,8,PD11347,11.0
1545,9,PD11347,13.0
1546,10,PD11347,3.0
1547,11,PD11347,6.0
1548,12,PD11347,39.0
1549,13,PD11347,31.0
1550,14,PD11347,5.0
1551,15,PD11347,34.0
1552,16,PD11347,12.0
1553,17,PD11347,9.0
1554,18,PD11347,3.0
1555,19,PD11347,14.0
1556,20,PD11347,12.0
1557,21,PD11347,10.0
1558,22,PD11347,7.0
1559,23,PD11347,12.0
1560,24,PD11347,4.0
1561,25,PD11347,5.0
1562,26,PD11347,2.0
1563,27,PD11347,6.0
1564,28,PD11347,48.0
1565,29,PD11347,19.0
1566,30,PD11347,4.0
1567,31,PD11347,78.0
1568,32,PD11347,39.0
1569,33,PD11347,34.0
1570,34,PD11347,99.0
1571,35,PD11347,25.0
1572,36,PD11347,33.0
1573,37,PD11347,49.0
1574,38,PD11347,73.0
1575,39,PD11347,34.0
1576,40,PD11347,34.0
1577,41,PD11347,30.0
1578,42,PD11347,65.0
1579,43,PD11347,26.0
1580,44,PD11347,187.0
1581,45,PD11347,71.0
1582,46,PD11347,49.0
1583,47,PD11347,103.0
1584,48,PD11347,18.0
1585,49,PD11347,20.0
1586,50,PD11347,14.0
1587,51,PD11347,25.0
1588,52,PD11347,4.0
1589,53,PD11347,11.0
1590,54,PD11347,5.0
1591,55,PD11347,10.0
1592,56,PD11347,5.0
1593,57,PD11347,6.0
1594,58,PD11347,7.0
1595,59,PD11347,5.0
1596,60,PD11347,28.0
1597,61,PD11347,6.0
1598,62,PD11347,6.0
1599,63,PD11347,15.0
1600,64,PD11347,46.0
1601,65,PD11347,11.0
1602,66,PD11347,23.0
1603,67,PD11347,38.0
1604,68,PD11347,19.0
1605,69,PD11347,8.0
1606,70,PD11347,12.0
1607,71,PD11347,10.0
1608,72,PD11347,19.0
1609,73,PD11347,14.0
1610,74,PD11347,22.0
1611,75,PD11347,24.0
1612,76,PD11347,14.0
1613,77,PD11347,15.0
1614,78,PD11347,12.0
1615,79,PD11347,19.0
1616,80,PD11347,8.0
1617,81,PD11347,3.0
1618,82,PD11347,9.0
1619,83,PD11347,7.0
1620,84,PD11347,6.0
1621,85,PD11347,7.0
1622,86,PD11347,6.0
1623,87,PD11347,10.0
1624,88,PD11347,7.0
1625,89,PD11347,1.0
1626,90,PD11347,1.0
1627,91,PD11347,3.0
1628,92,PD11347,9.0
1629,93,PD11347,3.0
1630,94,PD11347,2.0
1631,95,PD11347,19.0
1632,0,PD11348,86.0
1633,1,PD11348,68.0
1634,2,PD11348,16.0
1635,3,PD11348,53.0
1636,4,PD11348,80.0
1637,5,PD11348,63.0
1638,6,PD11348,14.0
1639,7,PD11348,70.0
1640,8,PD11348,95.0
1641,9,PD11348,54.0
1642,10,PD11348,19.0
1643,11,PD11348,54.0
1644,12,PD11348,114.0
1645,13,PD11348,98.0
1646,14,PD11348,14.0
1647,15,PD11348,174.0
1648,16,PD11348,34.0
1649,17,PD11348,31.0
1650,18,PD11348,6.0
1651,19,PD11348,46.0
1652,20,PD11348,22.0
1653,21,PD11348,23.0
1654,22,PD11348,8.0
1655,23,PD11348,29.0
1656,24,PD11348,15.0
1657,25,PD11348,17.0
1658,26,PD11348,4.0
1659,27,PD11348,18.0
1660,28,PD11348,50.0
1661,29,PD11348,33.0
1662,30,PD11348,8.0
1663,31,PD11348,101.0
1664,32,PD11348,94.0
1665,33,PD11348,63.0
1666,34,PD11348,308.0
1667,35,PD11348,68.0
1668,36,PD11348,93.0
1669,37,PD11348,66.0
1670,38,PD11348,176.0
1671,39,PD11348,94.0
1672,40,PD11348,72.0
1673,41,PD11348,78.0
1674,42,PD11348,285.0
1675,43,PD11348,68.0
1676,44,PD11348,134.0
1677,45,PD11348,102.0
1678,46,PD11348,126.0
1679,47,PD11348,114.0
1680,48,PD11348,37.0
1681,49,PD11348,25.0
1682,50,PD11348,50.0
1683,51,PD11348,58.0
1684,52,PD11348,21.0
1685,53,PD11348,27.0
1686,54,PD11348,29.0
1687,55,PD11348,38.0
1688,56,PD11348,20.0
1689,57,PD11348,16.0
1690,58,PD11348,22.0
1691,59,PD11348,37.0
1692,60,PD11348,64.0
1693,61,PD11348,20.0
1694,62,PD11348,22.0
1695,63,PD11348,52.0
1696,64,PD11348,80.0
1697,65,PD11348,30.0
1698,66,PD11348,58.0
1699,67,PD11348,89.0
1700,68,PD11348,26.0
1701,69,PD11348,31.0
1702,70,PD11348,26.0
1703,71,PD11348,40.0
1704,72,PD11348,45.0
1705,73,PD11348,33.0
1706,74,PD11348,38.0
1707,75,PD11348,49.0
1708,76,PD11348,49.0
1709,77,PD11348,51.0
1710,78,PD11348,27.0
1711,79,PD11348,50.0
1712,80,PD11348,16.0
1713,81,PD11348,15.0
1714,82,PD11348,25.0
1715,83,PD11348,13.0
1716,84,PD11348,10.0
1717,85,PD11348,15.0
1718,86,PD11348,23.0
1719,87,PD11348,33.0
1720,88,PD11348,4.0
1721,89,PD11348,11.0
1722,90,PD11348,12.0
1723,91,PD11348,15.0
1724,92,PD11348,15.0
1725,93,PD11348,19.0
1726,94,PD11348,26.0
1727,95,PD11348,40.0
1728,0,PD11349,106.0
1729,1,PD11349,101.0
1730,2,PD11349,18.0
1731,3,PD11349,89.0
1732,4,PD11349,75.0
1733,5,PD11349,93.0
1734,6,PD11349,27.0
1735,7,PD11349,88.0
1736,8,PD11349,64.0
1737,9,PD11349,53.0
1738,10,PD11349,12.0
1739,11,PD11349,65.0
1740,12,PD11349,148.0
1741,13,PD11349,115.0
1742,14,PD11349,11.0
1743,15,PD11349,159.0
1744,16,PD11349,54.0
1745,17,PD11349,43.0
1746,18,PD11349,6.0
1747,19,PD11349,60.0
1748,20,PD11349,53.0
1749,21,PD11349,34.0
1750,22,PD11349,22.0
1751,23,PD11349,55.0
1752,24,PD11349,24.0
1753,25,PD11349,27.0
1754,26,PD11349,5.0
1755,27,PD11349,40.0
1756,28,PD11349,269.0
1757,29,PD11349,117.0
1758,30,PD11349,13.0
1759,31,PD11349,410.0
1760,32,PD11349,130.0
1761,33,PD11349,69.0
1762,34,PD11349,241.0
1763,35,PD11349,97.0
1764,36,PD11349,125.0
1765,37,PD11349,82.0
1766,38,PD11349,140.0
1767,39,PD11349,120.0
1768,40,PD11349,125.0
1769,41,PD11349,90.0
1770,42,PD11349,178.0
1771,43,PD11349,110.0
1772,44,PD11349,558.0
1773,45,PD11349,232.0
1774,46,PD11349,135.0
1775,47,PD11349,349.0
1776,48,PD11349,84.0
1777,49,PD11349,47.0
1778,50,PD11349,64.0
1779,51,PD11349,84.0
1780,52,PD11349,39.0
1781,53,PD11349,50.0
1782,54,PD11349,46.0
1783,55,PD11349,49.0
1784,56,PD11349,28.0
1785,57,PD11349,17.0
1786,58,PD11349,32.0
1787,59,PD11349,41.0
1788,60,PD11349,81.0
1789,61,PD11349,46.0
1790,62,PD11349,33.0
1791,63,PD11349,75.0
1792,64,PD11349,126.0
1793,65,PD11349,49.0
1794,66,PD11349,61.0
1795,67,PD11349,103.0
1796,68,PD11349,50.0
1797,69,PD11349,38.0
1798,70,PD11349,41.0
1799,71,PD11349,45.0
1800,72,PD11349,61.0
1801,73,PD11349,42.0
1802,74,PD11349,39.0
1803,75,PD11349,81.0
1804,76,PD11349,81.0
1805,77,PD11349,47.0
1806,78,PD11349,33.0
1807,79,PD11349,84.0
1808,80,PD11349,28.0
1809,81,PD11349,26.0
1810,82,PD11349,31.0
1811,83,PD11349,41.0
1812,84,PD11349,19.0
1813,85,PD11349,16.0
1814,86,PD11349,23.0
1815,87,PD11349,36.0
1816,88,PD11349,10.0
1817,89,PD11349,7.0
1818,90,PD11349,15.0
1819,91,PD11349,18.0
1820,92,PD11349,28.0
1821,93,PD11349,18.0
1822,94,PD11349,31.0
1823,95,PD11349,68.0
1824,0,PD11352,29.0
1825,1,PD11352,40.0
1826,2,PD11352,3.0
1827,3,PD11352,21.0
1828,4,PD11352,30.0
1829,5,PD11352,31.0
1830,6,PD11352,5.0
1831,7,PD11352,26.0
1832,8,PD11352,28.0
1833,9,PD11352,16.0
1834,10,PD11352,4.0
1835,11,PD11352,16.0
1836,12,PD11352,24.0
1837,13,PD11352,25.0
1838,14,PD11352,11.0
1839,15,PD11352,26.0
1840,16,PD11352,16.0
1841,17,PD11352,13.0
1842,18,PD11352,1.0
1843,19,PD11352,18.0
1844,20,PD11352,13.0
1845,21,PD11352,9.0
1846,22,PD11352,6.0
1847,23,PD11352,13.0
1848,24,PD11352,2.0
1849,25,PD11352,11.0
1850,26,PD11352,3.0
1851,27,PD11352,9.0
1852,28,PD11352,14.0
1853,29,PD11352,16.0
1854,30,PD11352,2.0
1855,31,PD11352,37.0
1856,32,PD11352,63.0
1857,33,PD11352,41.0
1858,34,PD11352,159.0
1859,35,PD11352,37.0
1860,36,PD11352,58.0
1861,37,PD11352,58.0
1862,38,PD11352,87.0
1863,39,PD11352,69.0
1864,40,PD11352,42.0
1865,41,PD11352,35.0
1866,42,PD11352,99.0
1867,43,PD11352,38.0
1868,44,PD11352,209.0
1869,45,PD11352,78.0
1870,46,PD11352,83.0
1871,47,PD11352,135.0
1872,48,PD11352,23.0
1873,49,PD11352,19.0
1874,50,PD11352,21.0
1875,51,PD11352,26.0
1876,52,PD11352,3.0
1877,53,PD11352,8.0
1878,54,PD11352,12.0
1879,55,PD11352,11.0
1880,56,PD11352,8.0
1881,57,PD11352,7.0
1882,58,PD11352,7.0
1883,59,PD11352,6.0
1884,60,PD11352,30.0
1885,61,PD11352,6.0
1886,62,PD11352,5.0
1887,63,PD11352,24.0
1888,64,PD11352,43.0
1889,65,PD11352,12.0
1890,66,PD11352,32.0
1891,67,PD11352,48.0
1892,68,PD11352,27.0
1893,69,PD11352,14.0
1894,70,PD11352,34.0
1895,71,PD11352,26.0
1896,72,PD11352,25.0
1897,73,PD11352,16.0
1898,74,PD11352,14.0
1899,75,PD11352,35.0
1900,76,PD11352,24.0
1901,77,PD11352,18.0
1902,78,PD11352,18.0
1903,79,PD11352,38.0
1904,80,PD11352,7.0
1905,81,PD11352,8.0
1906,82,PD11352,9.0
1907,83,PD11352,16.0
1908,84,PD11352,5.0
1909,85,PD11352,5.0
1910,86,PD11352,9.0
1911,87,PD11352,12.0
1912,88,PD11352,5.0
1913,89,PD11352,6.0
1914,90,PD11352,6.0
1915,91,PD11352,2.0
1916,92,PD11352,4.0
1917,93,PD11352,13.0
1918,94,PD11352,11.0
1919,95,PD11352,19.0
1920,0,PD11355,41.0
1921,1,PD11355,34.0
1922,2,PD11355,12.0
1923,3,PD11355,30.0
1924,4,PD11355,38.0
1925,5,PD11355,20.0
1926,6,PD11355,4.0
1927,7,PD11355,30.0
1928,8,PD11355,52.0
1929,9,PD11355,15.0
1930,10,PD11355,6.0
1931,11,PD11355,33.0
1932,12,PD11355,52.0
1933,13,PD11355,43.0
1934,14,PD11355,3.0
1935,15,PD11355,82.0
1936,16,PD11355,13.0
1937,17,PD11355,12.0
1938,18,PD11355,3.0
1939,19,PD11355,7.0
1940,20,PD11355,10.0
1941,21,PD11355,7.0
1942,22,PD11355,2.0
1943,23,PD11355,11.0
1944,24,PD11355,3.0
1945,25,PD11355,5.0
1946,26,PD11355,2.0
1947,27,PD11355,3.0
1948,28,PD11355,9.0
1949,29,PD11355,9.0
1950,30,PD11355,3.0
1951,31,PD11355,26.0
1952,32,PD11355,34.0
1953,33,PD11355,18.0
1954,34,PD11355,91.0
1955,35,PD11355,23.0
1956,36,PD11355,35.0
1957,37,PD11355,23.0
1958,38,PD11355,61.0
1959,39,PD11355,36.0
1960,40,PD11355,28.0
1961,41,PD11355,35.0
1962,42,PD11355,68.0
1963,43,PD11355,18.0
1964,44,PD11355,45.0
1965,45,PD11355,40.0
1966,46,PD11355,47.0
1967,47,PD11355,36.0
1968,48,PD11355,13.0
1969,49,PD11355,15.0
1970,50,PD11355,20.0
1971,51,PD11355,32.0
1972,52,PD11355,3.0
1973,53,PD11355,13.0
1974,54,PD11355,13.0
1975,55,PD11355,10.0
1976,56,PD11355,9.0
1977,57,PD11355,7.0
1978,58,PD11355,4.0
1979,59,PD11355,8.0
1980,60,PD11355,23.0
1981,61,PD11355,11.0
1982,62,PD11355,4.0
1983,63,PD11355,18.0
1984,64,PD11355,37.0
1985,65,PD11355,12.0
1986,66,PD11355,19.0
1987,67,PD11355,41.0
1988,68,PD11355,7.0
1989,69,PD11355,10.0
1990,70,PD11355,16.0
1991,71,PD11355,16.0
1992,72,PD11355,20.0
1993,73,PD11355,12.0
1994,74,PD11355,20.0
1995,75,PD11355,16.0
1996,76,PD11355,14.0
1997,77,PD11355,17.0
1998,78,PD11355,22.0
1999,79,PD11355,15.0
2000,80,PD11355,6.0
2001,81,PD11355,3.0
2002,82,PD11355,5.0
2003,83,PD11355,9.0
2004,84,PD11355,1.0
2005,85,PD11355,3.0
2006,86,PD11355,6.0
2007,87,PD11355,8.0
2008,88,PD11355,4.0
2009,89,PD11355,2.0
2010,90,PD11355,2.0
2011,91,PD11355,7.0
2012,92,PD11355,3.0
2013,93,PD11355,4.0
2014,94,PD11355,7.0
2015,95,PD11355,13.0
2016,0,PD11357,41.0
2017,1,PD11357,49.0
2018,2,PD11357,12.0
2019,3,PD11357,38.0
2020,4,PD11357,41.0
2021,5,PD11357,21.0
2022,6,PD11357,14.0
2023,7,PD11357,30.0
2024,8,PD11357,43.0
2025,9,PD11357,27.0
2026,10,PD11357,10.0
2027,11,PD11357,28.0
2028,12,PD11357,45.0
2029,13,PD11357,56.0
2030,14,PD11357,15.0
2031,15,PD11357,66.0
2032,16,PD11357,24.0
2033,17,PD11357,16.0
2034,18,PD11357,3.0
2035,19,PD11357,17.0
2036,20,PD11357,10.0
2037,21,PD11357,17.0
2038,22,PD11357,6.0
2039,23,PD11357,12.0
2040,24,PD11357,12.0
2041,25,PD11357,18.0
2042,26,PD11357,6.0
2043,27,PD11357,13.0
2044,28,PD11357,21.0
2045,29,PD11357,15.0
2046,30,PD11357,1.0
2047,31,PD11357,42.0
2048,32,PD11357,61.0
2049,33,PD11357,42.0
2050,34,PD11357,226.0
2051,35,PD11357,52.0
2052,36,PD11357,50.0
2053,37,PD11357,45.0
2054,38,PD11357,131.0
2055,39,PD11357,64.0
2056,40,PD11357,70.0
2057,41,PD11357,72.0
2058,42,PD11357,198.0
2059,43,PD11357,40.0
2060,44,PD11357,83.0
2061,45,PD11357,56.0
2062,46,PD11357,89.0
2063,47,PD11357,50.0
2064,48,PD11357,43.0
2065,49,PD11357,29.0
2066,50,PD11357,36.0
