"","1","2","3","4","5","6","7","8","9","10","11","12","13","14"
"PD11383",0.0279845677335217,0.0766722816932022,0.111666576101723,0.0747704178666522,0.0443405966418519,0.0359723958050318,0.0150518937129816,0.0683040808563821,0.0865619735912623,0.148562734336793,0.111286203336413,0.0279845677335217,0.0926479378362224,0.0781937727544422
"PD11384",0.0296177062374245,0.059476861167002,0.147927565392354,0.112997987927565,0.0498993963782696,0.0915895372233401,0.0482092555331992,0.0284909456740443,0.055533199195171,0.0893360160965795,0.101730382293763,0.0887726358148893,0.0622937625754527,0.0341247484909457
"PD11385",0.0307544804189099,0.0906409027214396,0.132974408142193,0.140202079799395,0.0245593332841655,0.0462423482557711,0.0224942842392507,0.100966147946014,0.0849620178479239,0.0312707426801387,0.111807655431817,0.0612139538314035,0.0658603141824618,0.0560513312191165
"PD11386",0.0124042624042624,0.054945054945055,0.118464868464868,0.103313353313353,0.0415417915417915,0.158966033966034,0.0537795537795538,0.0456210456210456,0.0543623043623044,0.0797119547119547,0.102730602730603,0.0663086913086913,0.0485347985347985,0.0593156843156843
"PD11388",0.0207524168627562,0.0380177472854591,0.14796019618405,0.069174722875854,0.0612366399228872,0.0509171320840303,0.033254897513679,0.0975533694327106,0.086440053298557,0.0731437643523375,0.0981487256541831,0.0431775012048876,0.110055850083633,0.0701669832449749
"PD11389",0.028703780296137,0.103978823724047,0.112664405658036,0.15956654810158,0.0159649267929523,0.0310199354785342,0.0101745388369592,0.0663413020100918,0.0721316899660849,0.0350732070477293,0.147406733393995,0.0605509140540988,0.106294978906444,0.0501282157333113
"PD11391",0.0344195079844627,0.0850237375917134,0.0472593871385412,0.21795425118688,0.0110056107034959,0.0472593871385412,0.0178031937850669,0.0593439792835563,0.0827578765645231,0.0865343116098403,0.114479930945188,0.0616098403107467,0.0548122572291757,0.0797367285282693
"PD11393",0.0191929282838374,0.0266097538824812,0.187237005418824,0.052886507431962,0.0204643841007477,0.037840946931856,0.0234311143402052,0.0556413283686011,0.0342384887839433,0.0660248842067024,0.0283050283050283,0.0649653376926104,0.262676717222172,0.12048557503103
"PD11394",0.0237146651489281,0.0693100613419339,0.266742553595143,0.124201606273319,0.0215012964016948,0.0396509201290078,0.0197306014039082,0.0591285651046607,0.0533738063618542,0.0294694238917346,0.114462783785493,0.0653259975969139,0.0892303800670335,0.0241573388983748
"PD11395",0.102959767977988,0.0496021417416524,0.118056071986317,0.0751096898936566,0.0188889715178107,0.0438759574626311,0.0160258793783,0.102439205770804,0.048300736223693,0.0555886071242656,0.0886443072804343,0.0688629434074515,0.126905629508441,0.0847400907265561
"PD11396",0.0211555044553032,0.0674331704512791,0.13866053463639,0.121356711698764,0.0143144581776373,0.0509341764874964,0.0328255245760276,0.0947973555619431,0.0376544984190859,0.0593848807128485,0.0992239149180799,0.0722621442943375,0.108479448117275,0.0815176774935326
"PD11397",0.0296435162131287,0.0573244676176807,0.135036175634904,0.0800843609947567,0.0446117343800346,0.0636808342365037,0.0528134977591611,0.107765312399309,0.0809045373326694,0.0185711356513079,0.0663464073347198,0.0228770614253493,0.170918890418583,0.0694220686018923
"PD11398",0.0231837415817391,0.0619822397043924,0.136658918886704,0.0548900411228321,0.0452947136301329,0.0294415638595864,0.0269384349484475,0.129983908457,0.0799213302342213,0.130401096608856,0.0882650932713511,0.0903510340306335,0.0774182013230824,0.0252696823410215
"PD11399",0.0187736685198614,0.0517685923777294,0.176134074611232,0.10337603738619,0.0246958343405044,0.0909676899524615,0.0252598501329466,0.0286439448875997,0.0757392635565224,0.0830714688582709,0.0689710740472162,0.0455644186608654,0.117758440093465,0.089275642575135
"PD11402",0.0139878736304648,0.0694606956706733,0.122699712796511,0.169609615998298,0.0311137113073077,0.0586639719178811,0.0169662801829593,0.0255291990213807,0.0523348579938304,0.0985001595574939,0.109296883310286,0.0690883948516115,0.0694606956706733,0.0932879480906287
"PD11462",0.0171586807100826,0.0649260742718687,0.172921920585472,0.0614646689413045,0.0361964100281857,0.0462344854868219,0.0299658804331702,0.0711566038668842,0.0469267665529348,0.106462938238639,0.107155219304752,0.0794639766602383,0.115808732631163,0.0441576422884834
"PD11464",0.0135411103082095,0.0221181940997204,0.076879575230136,0.0269565490590342,0.105909704986019,0.202896729397719,0.270633698828113,0.0271764742844576,0.0397122121335889,0.0392723616827422,0.044110716642056,0.0361934085268152,0.0663231644098149,0.0282761004115744
"PD11465",0.0151573571333759,0.029050547700165,0.042280050819496,0.0472798295903468,0.0495806127415348,0.194308722117226,0.28496842744,0.0529875416384863,0.0460409463550918,0.044005638182887,0.0338290973218631,0.0726769359130759,0.0456427338866169,0.0421915591598349
"PD11740",0.0216323106423778,0.076581975071908,0.134467881112176,0.0941994247363375,0.0321188878235858,0.0518336529242569,0.00904841802492809,0.06106184084372,0.0577061361457335,0.112236337488015,0.111397411313519,0.0434443911792905,0.0929410354745925,0.101330297219559
"PD11741",0.036807220420251,0.0363136370046538,0.143914821604851,0.0318713862642787,0.0456917219010013,0.0526018897193626,0.0486532223945847,0.074319560005641,0.0234804681991257,0.115780566915809,0.0373008038358483,0.0609928077845156,0.228811169087576,0.0634607248625018
"PD11742",0.0216259997975094,0.0440214640072897,0.0323985015693024,0.0387769565657588,0.0798825554318113,0.0685430798825554,0.104687658195808,0.148202895616078,0.145935000506227,0.0461476156727751,0.0603219601093449,0.0812999898754683,0.0735041004353549,0.054652222334717
"PD11743",0.0358950367881597,0.0466125122272785,0.0975205205630928,0.107344873048952,0.0347042061838132,0.0451239739718454,0.0278569302088207,0.0882915833794071,0.126398162718496,0.0823374303576745,0.100199889422872,0.0531620805511845,0.0912686598902735,0.06328414068813
"PD11744",0.0308340727595386,0.0789707187222715,0.124519372966578,0.167480035492458,0.0411860396332446,0.0277284826974268,0.00702454895001479,0.0805235137533274,0.0525732031943212,0.081558710440698,0.0976042590949423,0.0675835551611949,0.0670659568175096,0.0753475303164744
"PD11745",0.0194170236543118,0.0487520953622649,0.0969919910597877,0.0216986403427081,0.0819985099646117,0.0647234121810393,0.0389737381262805,0.118178431737754,0.0670050288694357,0.110355745948966,0.0409294095734774,0.0582045073570497,0.138061091450922,0.0947103743713913
"PD11748",0.0332377807612758,0.0687131850454177,0.0376404562332934,0.0441598026053195,0.0724385258294326,0.015796412545206,0.0414504638533087,0.154734690421762,0.221198156682028,0.014780410513202,0.0373864557252924,0.138817325253698,0.0633791743773964,0.0562671601533679
"PD11750",0.022272060482961,0.0866480478447303,0.0250366734371474,0.00894267659670503,0.110542202663056,0.0132870683818551,0.208192281651997,0.0634450462649515,0.184199390656737,0.057619611825773,0.0276038140374633,0.144507447528775,0.0206922816519973,0.027011396975852
"PD11751",0.0384819396677104,0.0526153688209024,0.0210547028728847,0.0510582961175847,0.124001163526855,0.0356073439077392,0.0811816641856168,0.0993275499204353,0.205807367862704,0.0452492171859761,0.0623171295108054,0.116096025186934,0.0239292986328559,0.0432729326009958
"PD11752",0.0299988847998216,0.0612244897959184,0.164659306345489,0.0787888926062228,0.0439203003605814,0.0310397382996915,0.0158172558640943,0.0484740344225122,0.081651239730865,0.0378052860488458,0.0404074197985205,0.0872458272926657,0.160625999033493,0.118341325601279
"PD11753",0.111837207378609,0.074054925965754,0.0643560261394656,0.074054925965754,0.0387335594341964,0.0459715443791877,0.0141244106212259,0.0521962114318802,0.163226900488047,0.0775291587393498,0.114587641657705,0.0424973116055919,0.0620398709570684,0.0647903052361651
"PD11755",0.0309877666565565,0.0561116166211708,0.0515114750783541,0.0677888989990901,0.0497421898695784,0.0217874835709231,0.0596501870387221,0.0897280355879082,0.176423010817915,0.0472651905772925,0.0469113335355374,0.173592154483874,0.0596501870387221,0.0688504701243555
"PD11756",0.0211814544598729,0.0464423001490547,0.142543343531811,0.164509296305013,0.0299678355691535,0.134306111241861,0.0173374127245626,0.0695065505609163,0.0299678355691535,0.0546795324390053,0.0623676159096258,0.0969639915274182,0.0607201694516357,0.0695065505609163
"PD11757",0.0327529613243899,0.0342514628228914,0.0217639503353789,0.0657199942914229,0.125160553731982,0.0292564578278864,0.156129584701013,0.0976880262594548,0.141144569715998,0.0522334808049094,0.0347509633223919,0.15313258170401,0.0347509633223919,0.0212644498358784
"PD11760",0.0196984855279953,0.0465036050643392,0.194776968986097,0.0815193017559596,0.0172836098940905,0.0518163314589299,0.00738261979508055,0.0561631075999586,0.0315313761341291,0.0469865801911202,0.0315313761341291,0.0484355055714631,0.254907372270328,0.11146375961638
"PD11761",0.03792942639515,0.0796414321985595,0.062593916783253,0.0506243846831442,0.0455464013679465,0.0945126690502098,0.0259598942950412,0.0916109642986683,0.0491735323073734,0.134411109383906,0.115912741592829,0.0963262345199233,0.0546142287165138,0.0611430644074823
"PD11762",0.0328315182575272,0.0709481101857783,0.089445868033312,0.160634208840487,0.0322709801409353,0.0883247918001281,0.0289077514413837,0.0204996796925048,0.0513292761050609,0.104580397181294,0.0793561819346573,0.0485265855221012,0.101777706598334,0.0905669442664958
"PD11765",0.0421888053467001,0.0982316903369535,0.0602199944305207,0.154761904761905,0.0397521581732108,0.0514480646059593,0.0231829573934837,0.0719159008632693,0.0436507936507936,0.0962823725981621,0.114313561681983,0.136243386243386,0.0363408521303258,0.0314675577833473
"PD11766",0.0284076954564061,0.0908718788374949,0.0788374948833402,0.108636921817438,0.0312730249693,0.0668031109291854,0.0753990994678674,0.0553417928776095,0.0822758902988129,0.109783053622595,0.112648383135489,0.0639377814162914,0.0593532541956611,0.0364306180925092
"PD11767",0.0212964402300637,0.0593813150940463,0.0920254935488885,0.181252914658791,0.0169438831027514,0.0387066687393129,0.0115031866936111,0.0724389864759832,0.0931136328307166,0.131198507694699,0.0767915436032955,0.0408829473029691,0.105083164930825,0.0593813150940463
"PD11769",0.0347468558529507,0.0584488874556595,0.195582070299903,0.0979522734601741,0.0426475330538536,0.059577555627217,0.0200741696227024,0.077636246372138,0.0590132215414382,0.0804579168010319,0.129554982263786,0.0432118671396324,0.0652208964850048,0.0358755240245082
"PD11816",0.0119604601259366,0.0523446019629226,0.05283709149752,0.116614486227882,0.0474197066169487,0.128926724592817,0.139761494353959,0.0518521124283252,0.0636718612586625,0.067365532768143,0.0873113589193373,0.0279663700003518,0.0806627502022725,0.0713054490449221
"PD11818",0.0275356063875701,0.0619766940008632,0.103668536901165,0.162278808804489,0.0444540353905913,0.0408286577470868,0.0263271471730686,0.0299525248165732,0.0680189900733707,0.0480794130340958,0.107898144151921,0.104876996115667,0.0825205006473889,0.0915839447561502
"PD11819",0.0291310072416063,0.0636932192231731,0.111504279131007,0.146642527978934,0.0250987491770902,0.0233706385780118,0.0187623436471363,0.0533245556287031,0.0786701777485188,0.122448979591837,0.076366030283081,0.0896148782093483,0.0619651086240948,0.0994075049374589
"PD13162",0.0158730158730159,0.0543768662580544,0.0666614280475667,0.0501597778825502,0.0877468699250877,0.102781706742103,0.304835245429305,0.0255906543035256,0.0818796165330819,0.0532767562470533,0.0461260411755461,0.0802294515165802,0.0133060925140133,0.0171564775525172
"PD13163",0.0245366330874382,0.0659950820972476,0.081727082837577,0.0665503291822004,0.0498929166336162,0.118373390444462,0.12003913169932,0.0489675048253616,0.0756193649030962,0.115597155019698,0.0554453874831443,0.0622934348642289,0.0495227519103144,0.0654398350122948
"PD13164",0.0395279323850752,0.0521541950113379,0.112399505256648,0.0784889713461142,0.0424139352710781,0.0586477015048444,0.0431354359925789,0.0774067202638631,0.0795712224283653,0.0795712224283653,0.0896722325293754,0.0655019583591012,0.109152752009895,0.0723562152133581
"PD13165",0.0163622951918993,0.00869526342848202,0.0756644388313924,0.0373292800143058,0.0337304691865793,0.188792274850795,0.0966314236537989,0.0648680063482129,0.0507857031092831,0.0254375572792096,0.0362339897623891,0.0529762836131167,0.207725149205356,0.10476786552518
"PD13166",0.0275394492110158,0.0712185756284874,0.117417651646967,0.0548389032219356,0.0682786344273115,0.0699586008279834,0.0997780044399112,0.0628187436251275,0.0266994660106798,0.0947381052378952,0.0497990040199196,0.0607187856242875,0.102297954040919,0.0938981220375592
"PD13167",0.0246726796624964,0.0625545533895839,0.164387547279604,0.0983997672388711,0.0499272621472214,0.0702938609252255,0.058073901658423,0.0417806226360198,0.0711085248763457,0.0450392784405004,0.0898457957521094,0.101658423043352,0.0674425370963049,0.0548152458539424
"PD13168",0.0254349994458606,0.02776238501607,0.18175773024493,0.110384572758506,0.032417156156489,0.141416380361299,0.0572426022387233,0.0397872104621523,0.0200044331153718,0.032417156156489,0.0727585060401197,0.0591820902138978,0.110772470353541,0.088662307436551
"PD13296",0.0546678525424768,0.0583174875789732,0.0352925841869595,0.0227872170766117,0.0830598662822793,0.0180641599705576,0.0848846838005275,0.140058578175796,0.155837882598295,0.0424308409495185,0.0581028031650617,0.170275409433847,0.041733116604306,0.0344875176347911
"PD13297",0.0257830913099673,0.049998099292937,0.0109480726830381,0.0102828252109785,0.0531247624116171,0.0929730859879875,0.0484015053599939,0.0105489241998023,0.156903368052916,0.0409507336729263,0.361267391469627,0.0831274234015054,0.00402949897361819,0.051661217973086
"PD13298",0.0276311546360257,0.0358288497768122,0.0692136662197254,0.0883416215482272,0.0713521953868871,0.0383238004718342,0.0604219351991717,0.0544815764015004,0.0955888592813863,0.0775301685364653,0.0529370831141058,0.123508545630442,0.117805801184677,0.0870347426127395
"PD13299",0.0234187694549308,0.0378833035300351,0.0218425061262335,0.0223988343598914,0.137280614610239,0.0836876614345321,0.265885157957481,0.0652361083515465,0.100284787071992,0.0297238227697198,0.0378833035300351,0.116974634081727,0.0216570633816809,0.0358434333399563
"PD13302",0.0211426260759055,0.0993876725781295,0.143059326439836,0.072092888914563,0.017705505170123,0.065016463520305,0.019929524579747,0.0819998844665242,0.0646120963549188,0.116775460689735,0.0838195367107619,0.034082375368263,0.105655363641615,0.0747212754895731
"PD13304",0.0303582824323092,0.0577992524386909,0.205852858054517,0.0641808733704075,0.0348254170845109,0.0329109308049959,0.0144042301030176,0.0590755766250342,0.0571610903455192,0.115872002917312,0.109490381985596,0.0603519008113775,0.0980034643085058,0.0597137387182059
"PD13306",0.0161712083677402,0.0691577208918249,0.12214423341591,0.111546930911093,0.0441095513349849,0.158271401045968,0.0103908615469309,0.0889072391962565,0.0643407652078172,0.0364024222405725,0.0831268923754473,0.0580787228186072,0.0653041563446188,0.0720478943022296
"PD13307",0.016578091536448,0.0382327278496074,0.0841331535390391,0.0517437402501256,0.036566986594749,0.315486105602708,0.154094286243092,0.0491525871870125,0.0648845879273419,0.0304592686602681,0.0545199756748896,0.0123211972184765,0.0630337643108326,0.0287935274054097
"PD13310",0.0311384521910838,0.102377155008734,0.170426065162907,0.160856687172477,0.0311384521910838,0.0407078301815144,0.012531328320802,0.0662261714893294,0.0736690210374421,0.0646312751575909,0.120452646768436,0.02475886686413,0.0603782182729551,0.0407078301815144
"PD13311",0.0466165413533835,0.0933270676691729,0.0207393483709273,0.0457393483709273,0.0426691729323308,0.012406015037594,0.043984962406015,0.0889411027568922,0.202537593984962,0.0599937343358396,0.0450814536340852,0.179291979949875,0.0731516290726817,0.0455200501253133
"PD13312",0.0616945434603784,0.10536057033178,0.108239649026597,0.111118727721415,0.0261859062242939,0.0261859062242939,0.0204277488346586,0.0204277488346586,0.0520976144776529,0.0924047162051001,0.0933644091033726,0.138469975322183,0.0924047162051001,0.0516177680285166
"PD13416",0.0158730158730159,0.0812324929971989,0.156144509085686,0.118437118437118,0.0490555196437549,0.0480499892264598,0.00833153774330245,0.082238023414494,0.0188896071249012,0.113409466350643,0.13452560511384,0.0440278675572793,0.069668893198305,0.0601163542340013
"PD13418",0.0209348831396076,0.0318710161229846,0.0963212931716869,0.0428071491063617,0.0808648918885139,0.154064075323918,0.232658417697788,0.0379952505936758,0.0734283214598175,0.0500979044286131,0.0587009957088697,0.0468899720868225,0.0359538391034454,0.0374119901678957
"PD13419",0.0267700775581686,0.0477858393795347,0.115211408556417,0.135351513635226,0.0258944208156117,0.0793094821115837,0.0241431073304979,0.0617963472604453,0.0451588691518639,0.175631723792845,0.05479109331999,0.0793094821115837,0.0530397798348762,0.075806855141356
"PD13420",0.027495517035266,0.113792588164973,0.128959952181709,0.124775851763299,0.0505080693365212,0.0353407053197848,0.0138971906754334,0.0661984459055589,0.127390914524806,0.0714285714285714,0.109608487746563,0.0437089061566049,0.0489390316796175,0.0379557680812911
"PD13422",0.0191759722757027,0.0552945706584521,0.150712360415864,0.112976511359261,0.0267231420870235,0.0552945706584521,0.0159414709279938,0.0450519830573739,0.074162495186754,0.0649980747015787,0.108663842895649,0.073084328070851,0.130227185213708,0.0676934924913362
"PD13424",0.0323604966462109,0.0443485086342229,0.169473383759098,0.0458470101327244,0.0421007563864707,0.0485942628799772,0.0401027543884687,0.105037819323534,0.0635792778649922,0.0875553018410161,0.0900528043385186,0.0628300271157414,0.103289567575282,0.0648280291137434
"PD13425",0.0145453643369828,0.0113038732510833,0.0212888234710416,0.0220991962425165,0.145160089967916,0.145709985777131,0.393886647041312,0.0216071842026924,0.0593474018456653,0.0147479575298515,0.0190602983494857,0.0499123474349221,0.0482916018919724,0.0330392286574273
"PD13426",0.0358571948240919,0.081692043860105,0.141350101335551,0.107519617523255,0.0129397703060853,0.0696876786363873,0.0136673075923713,0.0769630514992465,0.062412305773528,0.117341370888115,0.131892116613834,0.0689601413501013,0.0522267837655251,0.0274905160318038
