"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15"
"PD11364",0.0286033207757779,0.0830193944467699,0.0541370168829357,0.0616715501604577,0.0507883354262592,0.0620901353425422,0.0482768243337519,0.0742291056229943,0.165062090135343,0.0980884610018139,0.0394865355099763,0.029440491139947,0.064183061252965,0.0319520022324543,0.108971675736012
"PD11365",0.11862015277575,0.0357855300929305,0.0101688318007104,0.0530822750936603,0.0285603074976889,0.017029144163869,0.0120663650075415,0.013015131610957,0.00235975283413614,0.116649637522503,0.0123582931932078,0.00389237580888435,0.513234077750207,0.0587748747141537,0.00440325013380042
"PD11366",0.082924168030551,0.0446262956901255,0.0370976541189307,0.00632842334969994,0.0403709765411893,0.119585379159847,0.0403709765411893,0.122204037097654,0.113693398799782,0.0865248226950355,0.0649208947081288,0.00534642662302237,0.0927441352973268,0.0204037097654119,0.122858701582106
"PD11367",0.0215891567242919,0.174985796607418,0.0473987501014528,0.0655385114844574,0.0465465465465465,0.0718691664637611,0.172185699212726,0.0763736709682656,0.0751562373183995,0.0600600600600601,0.0264588913237562,0.026824121418716,0.0609122636149663,0.0269458647837026,0.0471552633714796
"PD11368",0.0452650964427644,0.0510807405253465,0.0352331104003102,0.0459920519530871,0.0355238926044393,0.098478239798391,0.0183677425608219,0.0606765532616071,0.105020839391296,0.0883008626538723,0.234418920228749,0.0699815837937385,0.0345061548899874,0.0276727730929534,0.0494814384026364
"PD11369",0.0385403191030617,0.0556813281586891,0.081877964639931,0.039348857266063,0.0463022854678741,0.077511858559724,0.0330422595946529,0.0841418714963346,0.150442000862441,0.107751185855972,0.120526088831393,0.0514769297110824,0.0417744717550668,0.0150927123760241,0.0564898663216904
"PD11370",0.0642086782041635,0.0122899423125157,0.0213192876849762,0.0333584148482568,0.0935540506646601,0.0845247052921996,0.0770002508151492,0.0950589415600702,0.108602959618761,0.0393779784298972,0.0243290694757963,0.0152997241033358,0.116127414095811,0.0145472786556308,0.200401304238776
"PD11372",0.0155553950251631,0.0157721110549255,0.175925257049291,0.0205398637096968,0.0188061354715982,0.0200341929735847,0.00753690192395675,0.0209732957692215,0.0278359700450288,0.0179392713525488,0.262539430277637,0.364973873678634,0.00746466324736931,0.00508078691998363,0.0190228515013605
"PD11374",0.0811070009590355,0.0798739553363474,0.0334292368817646,0.0917933963556652,0.0576791341279627,0.0539799972598986,0.0428825866557063,0.125907658583368,0.111111111111111,0.100013700506919,0.03425126729689,0.0326072064666393,0.0519249212220852,0.0268529935607617,0.076585833675846
"PD11375",0.0893817204301075,0.056619623655914,0.00873655913978495,0.0752688172043011,0.0697244623655914,0.132224462365591,0.0233534946236559,0.0833333333333333,0.187668010752688,0.0445228494623656,0.0455309139784946,0.00571236559139785,0.0445228494623656,0.0183131720430108,0.115087365591398
"PD11376",0.0931709348323964,0.048511347074745,0.0388298979804289,0.0566312721215907,0.0291484488861128,0.129710597543202,0.0419529460753696,0.095981678117843,0.158130335207162,0.0709972933583177,0.0591297105975432,0.00916094107849261,0.0450759941703102,0.0185300853633146,0.105038517593171
"PD11379",0.00624399615754083,0.0361431316042267,0.123627693152189,0.0214251406614519,0.0141690682036503,0.0350109784547825,0.0368121311925347,0.0185947577878414,0.0179257581995334,0.0216309866886236,0.292781665980513,0.346301633045149,0.0142205297104433,0.00706738026622753,0.00804514889529299
"PD11380",0.0434416365824308,0.0138387484957882,0.0365824308062575,0.0358604091456077,0.0351383874849579,0.070517448856799,0.0744885679903731,0.141275571600481,0.128640192539109,0.0943441636582431,0.0896510228640193,0.0188929001203369,0.0741275571600481,0.0167268351383875,0.12647412755716
"PD11381",0.0332246545567458,0.0527868343424934,0.0262381617761217,0.0700201832013663,0.0709517155721161,0.0746778450551157,0.0313615898152461,0.128240956373234,0.0835274025772396,0.0672255860891166,0.0648967551622419,0.00947057910262382,0.0975003881384878,0.031827356000621,0.15804999223723
"PD11383",0.0948396094839609,0.0685938886775707,0.0434892861671104,0.0575630784835806,0.0355014580956004,0.096741473310511,0.0819069354634208,0.105870419677951,0.0860910358818309,0.099023709902371,0.0282743755547103,0.0107772283504501,0.0472930138202105,0.0305566121465703,0.113477874984151
"PD11384",0.113427230046948,0.0334272300469484,0.0452582159624413,0.0362441314553991,0.0553990610328638,0.0711737089201878,0.0356807511737089,0.0739906103286385,0.108356807511737,0.0717370892018779,0.0892018779342723,0.0463849765258216,0.0339906103286385,0.0351173708920188,0.150610328638498
"PD11385",0.0678024436413698,0.0843228360006884,0.0332128721390466,0.0481844777146791,0.056960936155567,0.0678024436413698,0.0647048700739976,0.113233522629496,0.126656341421442,0.0610910342453967,0.043021855102392,0.0125623816898985,0.065737394596455,0.0368267079676476,0.117879882980554
"PD11386",0.0324397824397824,0.0516705516705517,0.0344794094794095,0.0534188034188034,0.070027195027195,0.0391414141414141,0.0403069153069153,0.121017871017871,0.133547008547009,0.0778943278943279,0.155400155400155,0.0542929292929293,0.051961926961927,0.0161227661227661,0.0682789432789433
"PD11388",0.0351921677581531,0.0832175696236026,0.0598002249123503,0.067539855791493,0.0282463451743071,0.104055037375141,0.0919494608718661,0.103261229079844,0.145928424952041,0.0891711318383277,0.0478931004829,0.030429317986373,0.0228881391810544,0.0228881391810544,0.067539855791493
"PD11389",0.0662034356301872,0.0667824744257865,0.0233545647558386,0.0268287975294345,0.0494113105578074,0.0731519011773789,0.0366724570546227,0.150743099787686,0.0974715305925497,0.0818374831113685,0.0274078363250338,0.0100366724570546,0.092260181432156,0.0366724570546227,0.161165798108473
"PD11391",0.0825780463242699,0.0659617321248741,0.0221550855991944,0.0455689828801611,0.0448136958710977,0.0614300100704935,0.0508559919436052,0.133182275931521,0.0553877139979859,0.0969284994964753,0.0448136958710977,0.0108257804632427,0.0916414904330312,0.0229103726082578,0.170946626384693
"PD11393",0.0850462668644487,0.0348237620964894,0.0151161969343788,0.117680299498481,0.0477502295684114,0.247792611428975,0.0246521155612065,0.033552306279579,0.152221515857879,0.068517341244614,0.0377904923359469,0.0278307551034824,0.0168114713569259,0.0248640248640249,0.0655506110051565
"PD11394",0.059908514091781,0.0514977128522945,0.0156411391471152,0.0253799616349417,0.0528257341006345,0.0846982440607939,0.0439722591117013,0.0846982440607939,0.266194481333924,0.0488416703556146,0.0346761103733215,0.0169691603954552,0.0483989966061679,0.0200678766415818,0.146229895233879
"PD11395",0.0958702064896755,0.0896234600034704,0.0136213777546417,0.0445948290820753,0.0232517785875412,0.125281971195558,0.0760888426166927,0.0727051882699983,0.117473538087801,0.0427728613569322,0.0414714558389728,0.0125802533402742,0.0508415755682804,0.109404823876453,0.0844178379316328
"PD11396",0.0769953051643193,0.0894701542588867,0.0170355466130114,0.0552649228705567,0.0576794097920858,0.107176391683434,0.0516431924882629,0.0846411804158283,0.140979208584842,0.0383635144198524,0.046411804158283,0.0323272971160295,0.0677397719651241,0.019047619047619,0.115224681421865
"PD11397",0.0548151185838288,0.0970541999863304,0.0507142368942656,0.0425124735151391,0.0254938145034516,0.167179276877862,0.0656824550611715,0.0687581163283439,0.132526826601053,0.0494839723873966,0.0644521905543025,0.0437427380220081,0.0394368122479666,0.0246736381655389,0.0734741302713417
"PD11398",0.0347656793213739,0.0844110693922959,0.0439438186622167,0.0668891670143235,0.0481157001807815,0.0614657210401891,0.119872062300097,0.0894173272145738,0.13739396467807,0.144903351411487,0.0218328466138228,0.0209984703101099,0.033096926713948,0.0264219162842442,0.066471978862467
"PD11399",0.04295920285768,0.0268847527730776,0.0330889264899417,0.051983455536755,0.054803534498966,0.123049445384471,0.0505734160556496,0.0886444820454973,0.179169016732469,0.0734160556495582,0.0832863320172965,0.0237826659146456,0.0553675502914082,0.0144764053393495,0.0985147584132356
"PD11402",0.0626706378754033,0.0589476296847853,0.0280466617026557,0.0686274509803922,0.040704889550757,0.0686274509803922,0.0395879870935716,0.0864978902953586,0.125217175477786,0.0976669148672127,0.0570861255894763,0.0168776371308017,0.0701166542566394,0.0202283445023579,0.15909655001241
"PD11462",0.157955463251413,0.052382600669205,0.0340371524172147,0.0471904926733587,0.0603438329295027,0.0894196377062421,0.0336910118841583,0.0793815622476059,0.124033691011884,0.121264566747433,0.0423445252105688,0.0253836390908042,0.0115380177685474,0.0243452174916349,0.0966885889004269
"PD11464",0.0317425408694377,0.0227256066270801,0.116193827432006,0.0324023165457078,0.0216259804999633,0.0579136426948171,0.047357231874496,0.0414192507880654,0.0697896048676783,0.0348214940253647,0.204603768052196,0.257605747379224,0.0240451579796203,0.014588373286416,0.0231654570779268
"PD11465",0.0213854844180936,0.0615606979042225,0.050012536318452,0.0366945415394599,0.0642154476940548,0.0491718655516718,0.0318275002581007,0.0305001253631845,0.0474462781882808,0.0392165538398006,0.198059082931434,0.279471409819624,0.0266949839977582,0.0173591139035146,0.0463843782723478
"PD11740",0.131012304250559,0.0467002237136465,0.0223713646532438,0.0425055928411633,0.0198545861297539,0.0924217002237137,0.0794183445190157,0.0982941834451902,0.111297539149888,0.0961968680089486,0.0437639821029083,0.00936800894854586,0.0857102908277405,0.0185961968680089,0.102488814317673
"PD11741",0.104310628496216,0.0727212898979928,0.0490292859493254,0.0579137874300757,0.0342217834814084,0.201052977953274,0.0524843698585061,0.0312602829878249,0.0998683777558407,0.0845672918723264,0.0534715366897006,0.0470549522869365,0.0169463639355051,0.0361961171437973,0.0589009542612701
"PD11742",0.0330734703519962,0.147035199622017,0.0777226553271911,0.0448381762343492,0.0930309473186865,0.0754547602173399,0.110748877864399,0.0652492322230097,0.0293881407984881,0.0507914008977085,0.0634065674462556,0.0985589416489487,0.0427120245688637,0.0201748169147177,0.0478147885660288
"PD11743",0.0578545201945023,0.107273990274883,0.0331447851543118,0.037014984618438,0.0489232906619033,0.0778009328173067,0.118586881016175,0.105190036717277,0.110548774436836,0.0688697032847077,0.0408851840825643,0.0259998015282326,0.0691674109357944,0.0245112632727994,0.0742284410042671
"PD11744",0.0736714975845411,0.0436507936507936,0.0395100069013112,0.0985162180814355,0.0565907522429262,0.0705659075224293,0.0669427191166322,0.0840234644582471,0.107315389924086,0.0586611456176674,0.021911663216011,0.00534851621808144,0.070048309178744,0.0229468599033816,0.180296756383713
"PD11745",0.055845284658844,0.117448935245545,0.0740982181660148,0.0796392872664059,0.0415036940460669,0.129508909169926,0.063342025206432,0.0522598870056497,0.0793133420252064,0.109300304215558,0.0711647109952195,0.0336810082572794,0.0300956106040852,0.0206431986093003,0.0421555845284659
"PD11748",0.0316936189427934,0.173679902915361,0.0697936951429458,0.0732650354189597,0.115175119239127,0.0682696920949397,0.190528603279429,0.0330482883187989,0.0341489571868033,0.0282222786667796,0.0150989190867271,0.0365196285948127,0.0502356560268676,0.036096294414811,0.0442243106708436
"PD11750",0.0441679831490258,0.0693457082675092,0.117232754081095,0.0336032122169563,0.13638757240653,0.0047722485518694,0.179732754081095,0.0201750921537651,0.0095115850447604,0.0599657714586625,0.0125724065297525,0.194049499736704,0.0719128488678252,0.0241245392311743,0.0224460242232754
"PD11751",0.0224178544336647,0.102547211242863,0.126861500379287,0.0494869645067274,0.112967620872759,0.0204415698486845,0.198666506966902,0.0569130035533198,0.0292450193635964,0.0546971693216753,0.0337365752385515,0.070387671178185,0.0489479778017327,0.0361320717051942,0.0365512835868567
"PD11752",0.0738138606991066,0.045450602827652,0.0367334547662417,0.084482609072773,0.0830514355104519,0.148234885939804,0.0734235406366554,0.045971029577587,0.150316592939544,0.0389452684534652,0.0271055598924451,0.0117529707693642,0.0513054037644202,0.0287969468297337,0.100615838320756
"PD11753",0.0870488322717622,0.0443447210963134,0.0369619764524223,0.0728623817795792,0.059689249179695,0.0617158849642926,0.138438525381201,0.0937077784211542,0.0483979926655086,0.0580968924917969,0.0450685195908126,0.013076626133951,0.0575178536961976,0.101380042462845,0.0816927234124686
"PD11755",0.0535503656522765,0.0945977824958717,0.0493040811512149,0.0376267987732956,0.138122198631753,0.0447039396083982,0.195447039396084,0.0439962255248879,0.0347959424392545,0.0514272234017457,0.0167492333097429,0.0606275064873791,0.0581505071950932,0.0347959424392545,0.0861052134937485
"PD11756",0.0836536701446092,0.0435658063335164,0.0172066630056745,0.0353285740435658,0.0759655866739887,0.0474098480688267,0.0391726157788761,0.0633351638293978,0.160534504850815,0.0270913417536152,0.128134724510342,0.0215998535603148,0.0463115504301666,0.0172066630056745,0.193483434010617
"PD11757",0.0351315351315351,0.126040626040626,0.12004662004662,0.0286380286380286,0.141025641025641,0.0356310356310356,0.126540126540127,0.0341325341325341,0.0226440226440226,0.0406260406260406,0.0331335331335331,0.144022644022644,0.0296370296370296,0.0231435231435231,0.0596070596070596
"PD11760",0.0954680833937052,0.0556226354342751,0.0133623118409402,0.0669725509136279,0.0334057796023505,0.251227561780568,0.0305079288416647,0.0350961925460839,0.192787571440071,0.0355791676728648,0.049585446349513,0.00684214762939709,0.0442727199549223,0.017226112855188,0.0720437897448281
"PD11761",0.166606214484343,0.0820940635956958,0.050175311328739,0.0509007375166244,0.0824567766896385,0.0686736791198162,0.0403820577922863,0.0984161528231169,0.0215209769072664,0.0944263087897473,0.0846330552532946,0.0189819852496675,0.0632329827106759,0.0440091887317132,0.0334905090073752
"PD11762",0.0887518684603886,0.0472720478325859,0.0399850523168909,0.104446935724963,0.0242899850523169,0.0848281016442451,0.0321375186846039,0.0489536621823617,0.108931240657698,0.0909940209267564,0.104446935724963,0.0203662182361734,0.0332585949177877,0.0287742899850523,0.142563527653214
"PD11765",0.143437296946069,0.0488953866146849,0.0406107862248213,0.0337881741390513,0.125893437296946,0.0464587394411956,0.0401234567901235,0.0732618583495777,0.0396361273554256,0.0727745289148798,0.0488953866146849,0.0230669265756985,0.0605912930474334,0.0337881741390513,0.168778427550357
"PD11766",0.0958930276981853,0.0683858643744031,0.0242597898758357,0.0362941738299905,0.0936007640878701,0.0597898758357211,0.0477554918815664,0.0884431709646609,0.0546322827125119,0.0804202483285578,0.0792741165234002,0.0609360076408787,0.0752626552053486,0.0351480420248329,0.0999044890162369
"PD11767",0.134203844758796,0.0732680449764236,0.0123322451940515,0.0874138556401886,0.0504171200580341,0.0906782734856728,0.0536815379035183,0.049328980776206,0.092854552049329,0.163583605368154,0.0373594486760972,0.0123322451940515,0.0232136380123322,0.019949220166848,0.0993833877402974
"PD11769",0.126034612490594,0.0656508653122649,0.0481565086531226,0.0526711813393529,0.0470278404815651,0.0650865312264861,0.062829194883371,0.128856282919488,0.155379984951091,0.0633935289691497,0.0509781790820166,0.0142964635063958,0.0379984951091046,0.0284048156508653,0.0532355154251317
"PD11816",0.0355413280801116,0.044159894935566,0.0434211606336699,0.0451448740047607,0.0412049577279816,0.0729705327095133,0.0458836083066568,0.0815890995649676,0.0687843716654354,0.0813428547976689,0.133300500697694,0.13773290650907,0.0485923007469425,0.0202741525075925,0.10005745711237
"PD11818",0.102316213494461,0.0479355488418933,0.050956696878147,0.0400805639476334,0.124068479355488,0.0606243705941591,0.0195367573011078,0.098086606243706,0.0841893252769386,0.0473313192346425,0.0449144008056395,0.018932527693857,0.0358509566968781,0.0261832829808661,0.198992950654582
"PD11819",0.15284178187404,0.0243855606758833,0.0197772657450077,0.0912058371735791,0.0497311827956989,0.0410906298003072,0.138440860215054,0.043394777265745,0.0687403993855607,0.113095238095238,0.0192012288786482,0.0243855606758833,0.0376344086021505,0.0364823348694316,0.139592933947773
"PD13162",0.0471824960273805,0.0255469991443589,0.0774355213299108,0.0281139225033614,0.0523163427453856,0.017662877398851,0.0955873365114289,0.048649309375382,0.0521329910768855,0.0574501894633908,0.101821293240435,0.300391150226134,0.0383816159393717,0.0139958440288473,0.0433321109888767
"PD13163",0.10093158122031,0.046332284533284,0.0455919550866802,0.0524400024677648,0.054846073169227,0.043370966746869,0.0748349682275279,0.0446665432784256,0.0494786846813499,0.109075205132951,0.121105558640262,0.118144240853847,0.0426306373002653,0.0276389660065396,0.068912332654698
"PD13164",0.0405242905242905,0.0585618085618086,0.0517075517075517,0.0416065416065416,0.0928330928330928,0.106541606541607,0.0524290524290524,0.102934102934103,0.125661375661376,0.0841750841750842,0.0556758056758057,0.0325877825877826,0.0408850408850409,0.0322270322270322,0.0816498316498317
"PD13165",0.0175768007093308,0.0643613414697752,0.0202367913211287,0.0516872685547384,0.0591978302821676,0.218327856882074,0.0329108642361654,0.0632660512178584,0.0887706670839201,0.0341626245240703,0.189850310332238,0.0937777082355396,0.0238356021488552,0.0175768007093308,0.0244614822928076
"PD13166",0.112277754444911,0.0404591908161837,0.0795184096318074,0.0606187876242475,0.0610387792244155,0.0807783844323114,0.0396192076158477,0.0345793084138317,0.103037939241215,0.0732185356292874,0.0660786784264315,0.0937981240375192,0.0606187876242475,0.0198796024079518,0.0744785104297914
"PD13167",0.110115410726409,0.0237610319076714,0.0551255940257977,0.0596062457569586,0.0632722335369993,0.0530889341479973,0.11866938221317,0.071418873048201,0.141072640868975,0.0457569585879158,0.0640868974881195,0.046571622539036,0.031907671418873,0.0249830278343517,0.0905634758995248
"PD13168",0.0532712697181278,0.0265063356607189,0.017196793379881,0.0641324023791053,0.0400827514869408,0.115334884923713,0.0323247995862426,0.0532712697181278,0.173907421773985,0.0288337212309284,0.150245668476855,0.0606413240237911,0.0369795707266615,0.0222394621153349,0.125032324799586
"PD13296",0.0773579504794619,0.158079290110205,0.0838521540002862,0.0582510376413339,0.156039788178045,0.0382317160440819,0.137845284099041,0.0387684270788607,0.0117718620294833,0.03243523686847,0.0159582081007586,0.0745670530986117,0.0315228281093459,0.0508444253613854,0.0344747388006297
"PD13297",0.0165203122228136,0.0131275501153096,0.044460706049317,0.0499822600674117,0.111251552244101,0.0145245698066347,0.133271243569274,0.362382472946603,0.00421323398971084,0.0288273904559163,0.0915602270711371,0.0465229732127018,0.0514458045059429,0.0256342025900302,0.00627550115309562
"PD13298",0.0563542037939092,0.051601916755772,0.0737000514831096,0.0725119797235753,0.128945388301453,0.0984119440814225,0.0870064551898935,0.0501762306443309,0.0727495940754822,0.0822541681517564,0.0353253336501525,0.0527899885153063,0.0346124905944319,0.0226129658231357,0.0809472892162687
"PD13299",0.0366558491732344,0.082645649822284,0.130211713800031,0.0456498222840365,0.103415237212177,0.0259928913614588,0.0987791685983619,0.0209859372585381,0.0121774068922887,0.0194096739298408,0.0893215886261783,0.254458352650286,0.0231185288208932,0.0206150517694329,0.0365631278009581
"PD13302",0.110863997843375,0.0615312036662623,0.0192748348834075,0.0508154737835288,0.0314058498449926,0.102574470952959,0.0487936379565979,0.0785146246124815,0.135328211349238,0.120770993395336,0.0635530394931931,0.0130071438199218,0.0813451947701847,0.0214988542930314,0.06072246933549
"PD13304",0.1674111891087,0.0480748776855988,0.0244628802382472,0.0621144437353754,0.0404169325675388,0.0787066581578388,0.0544564986173155,0.0882790895554137,0.141884705381834,0.0882790895554137,0.0321208253563072,0.0148904488406722,0.0295681769836205,0.0289300148904488,0.100404169325675
"PD13306",0.0762684649967887,0.104688503532434,0.0401412973667309,0.0362877328195247,0.035806037251124,0.0565189466923571,0.0690430314707771,0.083975594091201,0.123956326268465,0.0141297366730893,0.150449582530507,0.012684649967887,0.054592164418754,0.0309890815671162,0.110468850353243
"PD13307",0.00765007094823863,0.0391140724288975,0.0566968967857363,0.0304152014313036,0.0211610833487569,0.0531803319143686,0.0483681905114443,0.0478129434264914,0.0942686162008761,0.049108519958048,0.31692269726695,0.139798877167006,0.0326361897711148,0.0161638595841816,0.0467024492565858
"PD13310",0.103313840155945,0.0703526493000177,0.0342016657806131,0.0708842814105972,0.0618465355307461,0.0634414318624845,0.0225057593478646,0.103845472266525,0.179337231968811,0.0889597731702995,0.0379230905546695,0.0124047492468545,0.0458975722133617,0.024100655679603,0.0809852915116073
"PD13311",0.0366959064327485,0.120029239766082,0.039546783625731,0.0178362573099415,0.188888888888889,0.0559941520467836,0.16125730994152,0.0404239766081871,0.0266081871345029,0.0654239766081871,0.0149853801169591,0.045687134502924,0.096125730994152,0.0373538011695906,0.0531432748538012
"PD13312",0.0894113883557262,0.0390275111964171,0.0284708893154191,0.0491042866282789,0.110524632117722,0.0807741522712732,0.037108125399872,0.0740563019833653,0.0951695457453615,0.0615802943058221,0.0275111964171465,0.0207933461292386,0.104766474728087,0.0471849008317338,0.134516954574536
"PD13416",0.102731690966985,0.0529579353108765,0.0413943355119826,0.0770906653259594,0.0434053963465728,0.0720630132394838,0.032847326964974,0.126864420982068,0.136416959946372,0.0911680911680912,0.0454164571811631,0.00871459694989107,0.0504441092676387,0.0177643707055472,0.100720630132395
